Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,class
94,46,83,163,64,10,156,43,19,153,173,368,180,74,2,19,185,196,1
89,37,59,131,57,7,130,52,18,137,150,248,113,69,4,11,198,203,1
91,42,84,160,67,10,146,46,19,145,163,313,157,70,9,13,194,202,1
91,46,80,142,58,11,159,43,20,160,178,371,185,76,6,6,183,193,1
90,46,82,141,58,11,160,42,20,160,175,373,188,77,3,6,183,191,1
94,49,82,134,56,11,159,43,20,167,175,367,185,76,3,11,182,192,1
94,48,87,164,64,9,156,43,20,156,175,362,183,73,1,15,192,201,1
88,42,64,144,59,10,131,50,18,142,155,264,162,66,15,1,194,203,1
85,37,75,145,58,6,132,51,18,131,152,254,124,65,2,13,192,193,1
90,44,75,165,68,10,143,46,19,148,170,310,172,70,2,6,195,199,1
90,48,78,139,59,11,160,43,20,165,171,367,185,76,4,13,182,192,1
93,38,62,115,48,7,134,51,18,140,157,255,141,82,11,8,184,182,1
94,37,69,127,54,8,127,52,18,132,156,240,116,70,1,6,194,196,1
87,42,64,150,64,10,133,50,18,142,157,264,159,67,7,0,193,201,1
90,48,78,147,60,11,160,43,20,160,170,369,178,76,8,9,184,192,1
89,47,80,131,58,11,160,43,20,162,174,370,175,77,8,8,183,192,1
90,47,84,135,56,10,152,44,19,155,169,352,181,73,5,2,182,192,1
94,44,87,168,66,9,153,44,19,149,168,348,149,66,9,9,196,204,1
95,44,82,159,63,10,146,46,19,148,162,314,164,64,10,7,199,206,1
94,46,82,139,58,11,159,43,20,161,176,369,189,76,4,10,183,193,1
87,48,75,142,58,10,161,43,20,162,178,371,185,75,3,3,183,194,1
92,48,87,141,57,11,158,43,20,161,174,370,186,75,8,10,183,192,1
95,47,88,162,64,11,156,43,20,157,175,370,185,68,2,13,190,200,1
96,47,87,167,66,9,155,44,19,149,172,354,177,68,3,13,192,202,1
96,47,86,164,64,10,156,44,20,153,172,356,179,71,3,15,188,197,1
96,37,67,128,55,7,127,52,18,134,160,249,121,67,2,4,195,196,1
85,45,78,165,69,9,142,46,18,147,173,305,175,71,1,11,190,200,1
93,48,79,141,57,11,159,43,20,160,173,370,185,75,8,10,183,192,1
89,48,77,139,58,11,161,43,20,162,171,371,185,76,3,2,183,192,1
90,46,78,141,58,11,159,43,20,160,176,369,181,76,8,13,183,195,1
97,41,65,133,56,7,127,52,18,143,158,247,157,76,5,4,184,190,1
98,38,68,126,52,8,133,52,18,140,157,248,140,78,11,11,185,185,1
95,39,68,119,52,6,129,52,18,140,148,250,142,75,9,8,182,186,1
90,48,79,142,60,11,160,43,20,158,170,370,185,76,11,8,185,193,1
90,47,74,139,59,11,160,43,20,157,173,373,185,77,10,8,183,192,1
91,42,66,147,61,10,133,50,18,141,158,266,162,69,7,2,193,200,1
93,47,80,144,57,11,160,43,20,164,180,368,187,76,2,6,183,193,1
89,46,85,160,66,11,158,43,19,151,173,368,175,72,2,13,185,196,1
91,46,89,162,65,11,160,43,20,159,174,368,174,71,1,21,189,199,1
93,47,87,140,58,11,159,43,20,162,180,367,188,77,4,5,183,194,1
84,45,73,166,69,8,143,46,18,145,172,305,176,71,7,1,190,199,1
87,40,64,137,59,7,122,54,17,140,145,225,147,63,7,10,200,208,1
96,39,62,126,51,8,133,52,18,140,154,253,140,84,11,7,181,183,1
93,41,70,127,56,6,127,53,18,142,148,241,150,75,6,8,184,187,1
87,43,66,151,63,8,138,48,18,145,166,285,172,70,2,8,191,196,1
88,43,69,153,64,9,138,49,18,145,159,279,171,67,5,0,200,203,1
88,44,67,152,64,7,134,49,18,145,162,267,160,72,6,2,188,200,1
89,47,76,122,52,9,157,44,20,160,168,356,177,77,4,7,182,191,1
89,42,64,145,61,9,133,50,18,142,154,263,159,67,10,2,195,201,1
88,40,62,133,58,7,123,54,17,140,146,227,151,66,7,4,197,204,1
92,40,80,163,65,9,146,44,19,145,169,330,140,64,4,3,199,203,1
93,42,82,162,66,8,148,44,19,146,169,331,146,67,2,15,195,201,1
89,39,73,138,58,7,136,49,18,137,167,275,129,72,5,3,189,192,1
89,46,79,144,63,11,159,43,20,156,169,366,183,74,6,8,185,194,1
90,46,79,136,59,9,159,44,20,156,169,365,186,75,13,5,184,193,1
95,39,68,125,49,7,134,51,18,140,160,255,139,75,5,2,185,183,1
91,41,64,148,60,8,128,51,18,141,150,246,156,68,8,12,201,204,1
92,46,82,145,59,11,160,43,20,159,177,373,189,76,2,3,184,193,1
91,41,63,148,59,8,130,51,18,142,154,253,154,66,14,8,195,201,1
90,47,83,142,62,11,159,43,20,159,174,366,186,75,9,6,184,193,1
89,42,63,150,59,7,131,51,18,142,154,259,162,64,4,2,203,205,1
90,46,74,140,59,11,161,43,20,158,170,373,186,76,0,5,182,193,1
90,46,85,162,65,11,159,43,20,162,173,369,180,74,2,18,185,195,1
97,46,86,164,65,10,159,43,20,153,173,368,178,68,1,20,190,197,1
88,42,64,151,64,9,132,50,18,142,156,253,159,65,5,1,200,206,1
93,40,81,161,63,8,145,46,19,147,165,319,134,67,9,3,197,206,1
90,46,80,135,62,11,158,44,20,157,169,358,176,74,17,7,183,192,1
95,41,82,165,65,9,146,46,19,142,164,315,140,64,7,5,199,207,1
90,48,78,143,59,11,161,43,20,160,172,370,185,75,2,4,183,192,1
90,47,75,141,59,11,161,42,20,153,172,374,186,76,8,4,183,193,1
93,48,82,139,60,11,159,43,20,161,172,369,186,75,5,3,182,193,1
90,48,78,143,58,11,161,43,20,162,170,371,185,75,3,2,184,193,1
89,45,85,152,64,11,157,43,19,152,177,357,174,73,9,13,184,195,1
95,48,87,163,64,9,156,43,19,149,173,358,182,70,3,14,192,200,1
89,50,84,136,57,11,157,44,20,162,171,351,177,77,5,6,182,191,1
90,42,64,142,58,9,134,50,18,142,163,265,162,66,9,5,192,204,1
91,48,84,137,57,11,158,43,20,161,172,372,186,75,4,4,184,193,1
90,48,78,150,61,11,161,43,20,159,170,370,180,73,3,3,184,193,1
90,48,78,142,56,11,161,43,20,161,170,368,186,76,2,13,183,192,1
95,41,79,170,63,8,145,46,19,149,164,309,136,65,4,9,196,206,1
90,48,80,135,59,11,161,43,20,159,174,370,174,76,1,7,184,193,1
94,48,87,163,64,11,157,44,20,160,173,358,179,75,4,15,183,195,1
94,47,85,163,66,10,157,44,20,158,170,357,176,73,10,14,186,195,1
86,47,75,127,55,11,157,44,20,164,173,366,172,77,0,8,182,192,1
90,40,79,161,66,10,143,46,19,137,165,309,158,70,11,7,189,201,1
91,41,78,159,64,9,144,46,19,149,168,314,136,68,3,5,195,201,1
95,43,85,174,66,10,154,43,19,144,168,350,159,66,6,10,193,203,1
92,39,60,114,48,7,135,52,18,140,159,260,139,81,11,17,183,183,1
85,44,77,163,68,9,142,46,18,145,169,305,177,71,6,4,190,201,1
98,38,70,127,52,8,130,52,18,138,158,247,123,73,1,12,189,187,1
94,41,67,150,61,7,128,51,18,143,161,248,154,69,7,7,192,196,1
90,46,83,140,59,9,154,44,19,156,171,347,178,75,4,3,185,197,1
96,40,68,116,48,8,137,50,18,141,161,266,139,80,8,19,183,183,1
94,45,90,158,63,11,160,43,20,158,176,366,173,72,11,18,187,193,1
92,46,76,138,59,9,157,44,20,170,170,352,180,77,5,4,183,191,1
90,41,64,151,62,8,129,51,18,142,156,250,161,65,4,12,197,207,1
98,38,70,130,52,8,130,52,18,140,158,243,132,72,0,10,186,185,1
96,45,85,168,67,10,155,44,19,151,168,352,175,69,10,8,188,200,1
88,36,51,113,56,5,119,57,17,127,136,207,126,83,13,6,181,183,1
93,47,87,173,66,11,156,44,20,149,173,354,179,72,7,15,188,197,1
89,44,74,128,58,9,156,44,20,158,169,353,176,79,12,7,184,192,1
88,45,81,165,64,9,146,45,19,148,165,315,174,67,3,7,194,202,1
89,43,85,161,64,10,155,43,19,150,173,356,182,72,1,13,187,197,1
84,45,79,162,67,8,144,46,18,145,166,310,179,67,10,13,191,202,1
94,50,84,144,57,11,156,44,20,167,171,352,188,77,6,12,182,191,1
89,46,79,135,59,10,157,44,20,159,169,355,176,79,10,3,184,192,1
89,48,76,135,59,11,159,43,20,159,170,360,177,79,12,10,182,192,1
91,44,79,165,68,9,144,46,18,147,164,307,172,69,10,12,194,202,1
94,45,85,149,63,11,158,43,20,157,174,364,162,74,10,16,189,198,1
90,47,84,149,59,11,158,43,20,158,174,363,184,76,12,12,183,193,1
93,48,84,139,57,11,156,44,20,166,171,353,188,75,5,13,182,193,1
86,36,49,117,55,3,118,57,17,123,137,205,138,89,8,9,180,184,1
96,45,87,173,67,10,154,43,19,148,171,351,178,67,11,8,192,202,1
96,46,87,165,67,10,154,44,19,148,169,344,177,68,11,9,192,201,1
94,37,71,144,60,9,133,50,18,133,154,266,127,69,2,9,194,196,1
90,36,67,146,61,9,133,50,18,134,153,265,123,66,8,4,200,208,1
87,40,61,130,56,6,117,57,17,136,138,209,150,64,10,9,195,200,1
96,46,77,164,64,11,163,42,20,156,176,386,171,72,12,0,187,194,1
87,37,52,116,58,5,115,58,17,126,136,196,139,82,9,20,181,186,1
88,37,53,111,54,4,119,56,17,125,138,210,139,83,8,12,180,183,1
91,47,83,142,57,11,159,43,20,159,175,365,183,75,10,14,182,191,1
89,46,84,134,55,11,157,44,20,159,174,353,164,75,6,9,183,192,1
90,47,85,146,58,9,152,44,19,152,175,349,185,73,4,2,186,197,1
89,47,82,135,59,10,156,44,19,154,171,355,180,79,12,4,186,191,1
93,49,77,136,56,10,157,44,20,166,169,351,187,77,4,3,182,191,1
86,39,62,129,57,6,114,58,17,135,136,202,145,64,16,7,197,202,1
89,47,85,147,60,11,154,44,20,158,175,351,187,75,7,11,185,195,1
88,36,53,114,58,4,118,57,17,127,138,204,136,87,9,15,180,183,1
87,36,53,117,56,5,119,57,17,124,138,207,137,83,9,12,180,184,1
92,46,80,147,59,11,159,43,20,157,178,364,184,73,1,16,184,196,1
85,47,78,127,54,11,160,43,20,165,170,358,175,77,1,7,182,193,1
95,45,87,166,65,10,156,43,20,152,172,363,174,74,8,15,185,199,1
88,37,53,109,53,5,119,57,17,128,135,206,130,87,7,14,180,183,1
88,36,51,115,57,5,118,57,17,125,137,204,135,87,10,7,180,183,1
93,47,86,165,66,10,156,44,20,156,170,352,178,67,8,12,191,200,1
87,47,82,124,54,11,157,44,20,165,169,355,176,75,2,8,182,192,1
92,40,82,159,63,9,145,45,19,140,167,317,142,70,7,3,196,206,1
90,40,79,170,65,9,144,46,19,145,166,314,140,64,1,6,198,202,1
89,36,70,145,60,9,133,50,18,131,153,265,120,66,2,18,198,207,1
90,47,83,137,55,11,157,43,20,159,178,361,184,75,3,12,184,197,1
91,47,80,140,56,10,157,43,20,161,169,364,188,75,1,18,182,194,1
92,46,75,133,54,11,158,43,20,158,173,361,165,77,0,9,186,197,1
89,44,85,144,58,11,157,43,20,157,176,363,173,76,7,16,183,194,1
90,48,78,142,56,10,159,43,20,157,180,367,185,75,2,11,183,196,1
90,35,70,147,61,9,132,50,18,128,159,265,117,66,2,8,196,202,1
85,37,47,111,54,5,117,56,17,123,137,208,139,86,7,8,181,183,1
91,36,71,139,55,9,132,50,18,135,154,256,127,67,0,12,191,192,1
87,40,59,115,53,7,132,52,18,139,143,249,157,85,9,7,177,183,1
90,44,68,151,64,7,137,49,18,146,166,278,163,74,2,9,188,194,1
92,43,64,157,64,9,134,49,18,143,163,271,168,72,5,11,191,200,1
92,47,81,147,61,11,156,44,20,160,179,357,188,76,1,13,184,194,1
93,49,82,141,56,11,158,43,20,157,174,364,187,75,2,11,182,194,1
89,39,59,127,60,5,114,58,17,134,138,202,143,70,10,6,190,194,1
89,39,62,129,59,6,114,58,17,134,137,200,137,64,12,5,190,195,1
88,43,81,142,56,12,152,44,20,156,175,348,162,71,5,22,186,196,1
88,44,85,139,56,12,157,44,20,156,176,360,167,75,6,14,183,195,1
88,38,57,127,59,5,114,58,17,132,134,195,144,70,16,6,196,196,1
90,46,77,134,56,11,160,43,20,165,170,368,186,76,1,9,182,192,1
89,43,69,126,55,7,130,51,18,146,160,253,158,72,1,8,190,193,1
89,46,78,134,57,11,160,43,20,159,173,369,177,76,1,8,182,193,1
89,46,84,140,57,11,156,44,20,157,168,349,176,74,5,14,183,192,1
86,35,45,110,55,3,119,57,17,122,136,208,139,89,5,7,180,184,1
87,35,48,112,57,3,117,57,17,122,136,204,137,88,5,14,180,183,1
85,36,50,111,56,5,119,57,17,122,136,207,138,87,5,6,181,184,1
86,36,51,114,52,6,119,57,17,131,139,208,125,72,2,13,181,185,1
89,36,51,110,56,6,118,57,17,128,137,204,134,87,4,14,181,183,1
89,37,51,108,52,5,118,57,17,129,136,207,125,80,6,14,180,183,1
85,36,51,113,53,5,118,57,17,128,137,206,127,81,5,9,181,185,1
