Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,class
91,44,66,151,65,8,137,48,18,146,165,281,166,68,3,6,193,199,1
90,43,69,157,65,9,136,49,18,145,162,281,167,67,4,3,195,205,1
90,44,66,155,65,8,136,49,18,146,162,281,162,73,3,2,187,200,1
97,46,90,161,63,9,151,45,19,148,169,336,177,66,17,16,195,205,1
90,35,68,147,61,8,133,50,18,129,155,262,116,64,7,10,196,208,1
93,47,82,161,64,10,160,43,20,161,179,364,185,75,4,14,185,194,1
91,36,72,144,55,8,131,51,18,128,158,258,117,66,1,8,194,201,1
94,35,68,146,60,6,130,51,18,129,156,256,119,66,6,12,196,202,1
87,37,57,111,55,5,118,57,17,127,139,213,149,78,8,3,183,185,1
94,49,83,139,57,11,159,43,20,167,174,366,186,75,2,7,182,192,1
90,48,84,141,57,11,160,43,20,160,173,373,186,75,1,9,184,193,1
89,43,79,125,54,10,155,44,19,153,168,352,166,76,12,12,184,196,1
86,39,58,124,55,4,117,57,17,132,140,204,150,76,8,6,189,194,1
90,46,79,149,60,10,155,43,19,156,172,355,181,74,4,7,185,195,1
90,47,87,139,60,11,157,43,20,155,178,355,186,75,1,5,185,195,1
90,48,83,139,57,10,157,44,20,166,173,357,187,77,1,10,182,191,1
88,35,65,139,59,7,126,53,17,128,147,242,112,64,4,11,199,206,1
93,47,83,143,57,11,159,43,20,160,179,366,189,76,2,9,182,192,1
88,45,85,146,59,11,156,43,19,155,177,363,176,75,1,16,185,196,1
88,35,62,144,59,7,128,52,18,129,148,246,110,63,1,6,196,205,1
97,44,88,174,67,10,158,43,20,151,173,366,155,66,10,9,192,200,1
94,36,66,148,62,9,131,50,18,128,159,261,117,64,8,7,198,202,1
93,49,84,142,61,11,156,44,20,165,171,356,188,74,6,13,184,194,1
90,46,84,139,57,11,160,43,20,163,171,366,186,76,0,9,182,192,1
90,48,83,141,56,10,158,43,20,165,173,365,187,75,1,15,184,193,1
89,47,85,147,58,11,154,44,20,163,172,345,185,75,6,4,186,194,1
90,47,84,147,60,11,156,43,20,160,173,355,186,75,6,12,184,196,1
85,45,72,161,67,8,143,46,19,146,169,307,179,72,4,3,189,196,1
94,47,84,140,58,10,155,43,19,156,173,362,185,75,7,5,182,191,1
90,48,83,141,57,11,160,43,20,167,173,369,185,76,10,11,182,192,1
92,49,83,141,57,11,159,43,20,162,173,365,185,75,5,10,182,191,1
86,49,82,138,58,10,161,43,20,165,170,369,185,75,3,9,182,192,1
90,49,85,141,57,11,158,43,20,157,175,365,178,76,3,15,183,194,1
89,43,85,139,54,11,155,43,19,154,175,352,167,76,12,14,184,196,1
92,44,75,133,57,10,157,44,20,156,170,354,173,78,12,13,184,196,1
95,43,81,141,56,10,151,44,19,149,173,344,164,75,11,22,187,200,1
89,46,74,136,59,10,157,44,20,159,170,354,187,78,10,10,184,192,1
93,41,82,159,63,8,144,46,19,146,164,309,129,63,5,10,199,205,1
86,39,76,152,62,8,144,47,19,136,167,308,142,71,7,10,188,197,1
94,45,85,163,63,10,158,43,19,154,173,359,160,67,2,8,192,201,1
94,35,66,147,62,8,129,51,18,128,151,256,115,66,6,5,196,200,1
95,35,67,149,62,8,128,52,18,129,150,251,116,66,5,12,195,201,1
90,49,84,141,57,9,157,43,20,164,172,359,185,77,7,4,183,191,1
97,46,87,168,64,9,155,43,19,150,170,360,177,69,15,7,192,199,1
92,47,84,150,60,10,155,44,20,161,173,354,188,74,8,15,185,195,1
89,47,85,149,60,10,155,43,19,155,176,350,186,74,2,7,185,196,1
94,49,86,140,57,11,159,43,20,163,176,366,186,75,1,11,182,194,1
89,48,83,142,62,11,159,43,20,163,172,367,185,73,2,10,182,193,1
89,48,84,135,56,11,160,43,20,164,173,368,185,75,1,7,182,192,1
90,47,85,136,56,11,158,43,20,165,173,364,184,74,3,11,182,192,1
91,43,66,150,62,7,137,48,18,142,163,274,167,71,5,6,189,196,1
89,42,89,146,59,9,151,44,19,145,170,337,158,72,10,20,189,199,1
96,44,87,173,67,10,157,43,20,150,167,358,158,67,4,9,193,202,1
97,44,87,168,66,10,156,43,19,155,169,358,157,67,4,11,192,200,1
90,48,81,134,57,11,160,43,20,167,173,366,186,76,1,11,182,192,1
93,43,84,130,52,10,156,44,19,154,173,351,174,76,12,15,183,191,1
90,46,85,149,61,10,155,43,19,151,173,356,175,75,2,7,185,196,1
90,42,70,142,58,9,135,50,18,143,164,268,165,76,10,3,191,187,1
91,43,68,149,62,7,135,49,18,145,165,269,164,72,6,4,191,192,1
92,47,85,156,62,11,158,43,19,157,177,356,178,75,2,12,183,194,1
97,47,87,161,65,10,155,43,19,157,177,357,180,75,2,12,186,197,1
85,37,57,121,54,5,119,56,17,130,141,209,130,81,2,5,180,185,1
91,46,85,161,65,12,155,43,19,153,178,354,176,75,3,9,185,196,1
93,47,84,141,60,10,155,43,19,160,178,357,186,75,9,5,183,193,1
94,48,84,162,65,12,155,43,19,154,179,357,182,76,4,9,185,196,1
93,48,85,154,63,11,155,44,20,160,174,354,181,73,7,12,184,196,1
84,38,70,141,62,7,136,49,18,133,159,279,135,68,7,9,191,199,1
89,47,83,133,55,11,159,44,20,156,169,360,175,75,5,21,183,192,1
95,42,77,142,57,10,149,45,19,143,172,332,159,71,5,21,187,199,1
94,39,72,138,56,9,132,50,18,139,161,252,133,71,2,9,188,191,1
98,38,67,134,55,8,131,52,18,142,159,251,128,69,4,12,189,192,1
90,41,80,145,57,8,149,45,19,143,170,320,161,71,6,16,188,197,1
90,41,84,141,57,9,149,45,19,144,171,330,159,72,5,17,189,199,1
89,47,81,133,56,11,159,43,20,166,170,364,183,76,7,20,183,193,1
96,45,85,169,66,10,154,44,19,147,169,344,177,67,7,6,194,202,1
90,49,85,148,59,10,156,43,20,156,178,356,186,75,1,7,184,194,1
90,47,85,158,65,11,155,43,19,157,179,354,180,75,1,8,184,196,1
89,37,51,113,52,6,119,57,17,129,142,207,128,79,0,9,181,185,1
86,37,62,114,54,6,120,56,17,131,142,216,132,75,2,7,181,187,1
83,37,57,108,52,6,120,57,17,129,141,211,134,84,6,13,181,183,1
90,43,84,135,54,11,155,44,19,151,174,350,165,74,8,13,185,196,1
89,47,79,132,53,11,156,44,20,160,170,354,177,74,7,13,183,192,1
83,37,60,116,53,6,123,55,17,128,141,218,134,80,3,2,180,185,1
90,47,84,149,64,11,159,43,20,165,176,374,187,75,3,6,185,195,1
95,46,87,169,68,10,156,43,20,151,173,356,181,73,16,14,188,199,1
91,39,80,164,66,9,146,46,19,144,163,314,159,68,11,9,193,206,1
93,45,80,162,67,10,146,46,19,145,165,317,157,67,2,10,197,203,1
85,44,84,154,62,9,146,45,19,148,166,314,170,67,9,5,192,200,1
85,44,82,130,56,10,156,44,20,156,164,353,176,76,11,18,184,193,1
85,45,77,133,56,11,160,43,20,159,172,369,172,76,1,21,183,193,1
95,47,85,168,66,10,154,43,19,153,172,354,178,70,4,9,189,197,1
93,47,85,161,66,11,156,44,19,158,173,354,178,74,4,15,183,196,1
86,49,77,137,55,11,159,43,20,163,174,370,186,75,3,4,183,194,1
89,45,76,125,54,10,156,44,20,160,165,351,176,77,12,15,184,192,1
93,48,86,162,64,10,157,43,19,158,179,355,178,75,3,15,184,196,1
86,44,82,137,56,11,159,43,20,156,175,363,173,76,6,20,184,195,1
86,47,78,131,57,10,160,43,20,163,173,370,184,76,2,7,182,192,1
93,39,77,155,66,8,139,48,18,140,157,289,126,63,6,17,201,208,1
88,36,46,110,54,2,119,56,17,126,139,212,145,87,6,4,181,183,1
89,37,53,112,57,3,118,56,17,128,138,212,136,84,7,7,180,183,1
97,46,90,165,64,10,158,43,20,153,173,365,184,69,12,10,190,198,1
88,42,64,150,63,9,130,50,18,142,155,254,160,64,3,2,194,206,1
92,39,78,155,66,8,138,48,18,138,156,288,124,63,3,7,201,208,1
90,45,82,139,56,11,159,43,20,159,171,365,182,75,7,19,182,192,1
88,37,53,111,53,5,121,55,17,127,138,215,136,81,2,5,181,183,1
89,47,78,131,57,11,161,43,20,153,172,369,180,77,8,7,183,192,1
89,46,80,137,58,11,160,43,20,157,173,368,174,76,10,12,183,192,1
87,46,78,131,55,10,157,43,20,158,170,358,177,76,7,17,183,191,1
100,46,87,172,67,9,157,43,19,149,169,359,179,67,12,8,192,200,1
100,47,90,164,66,11,156,43,20,153,171,357,181,73,8,9,185,197,1
100,46,89,173,67,10,157,43,19,148,172,361,183,69,16,8,194,202,1
87,39,60,126,55,6,118,56,17,135,140,206,152,68,10,8,190,198,1
90,46,74,142,60,11,161,43,20,153,172,372,185,77,15,7,183,193,1
90,48,76,137,57,11,160,43,20,161,173,370,185,76,9,8,183,191,1
86,47,75,136,58,10,161,42,20,154,170,373,185,75,10,3,183,191,1
99,46,89,167,68,9,157,44,20,150,170,361,181,67,17,7,188,196,1
90,41,80,160,64,9,146,46,19,145,162,311,160,65,5,7,198,205,1
94,45,78,164,65,9,144,46,18,148,164,316,163,64,1,10,197,205,1
87,42,66,151,64,10,133,49,18,142,163,267,161,73,4,2,191,195,1
91,42,64,156,67,10,134,49,18,142,158,267,168,70,7,12,193,201,1
94,39,78,160,64,8,140,48,18,144,158,290,126,63,9,7,201,208,1
92,41,67,124,51,7,139,50,18,143,161,283,156,79,5,19,183,185,1
94,48,81,137,60,11,159,43,20,160,174,374,186,75,10,7,184,193,1
93,37,69,145,60,7,133,50,18,135,161,259,126,69,2,8,194,197,1
93,37,67,146,61,7,130,51,18,131,154,254,119,63,4,12,197,205,1
87,44,85,133,54,11,159,43,20,154,173,355,169,75,12,16,184,195,1
86,39,60,126,56,5,117,57,17,135,137,203,146,66,7,8,190,197,1
85,39,57,125,55,5,114,57,17,135,136,197,148,64,15,7,195,197,1
94,49,82,140,58,11,159,43,20,160,177,367,188,76,2,4,183,193,1
86,37,58,143,59,6,129,51,18,130,148,244,119,63,3,12,197,203,1
86,36,68,147,60,7,131,50,18,131,153,258,120,64,6,14,195,208,1
90,47,81,155,64,11,161,43,20,164,171,372,180,73,5,10,185,194,1
94,48,87,160,64,10,157,43,20,167,178,369,186,75,4,16,184,195,1
90,47,85,160,64,11,161,43,20,165,175,372,185,71,5,15,188,197,1
91,43,81,156,62,10,146,45,19,146,163,317,165,66,6,12,190,203,1
89,46,81,142,56,11,158,43,20,156,173,364,178,76,15,11,185,194,1
95,49,82,137,56,11,159,43,20,161,173,366,186,75,7,10,182,191,1
88,45,80,133,56,11,160,43,20,159,176,365,172,77,5,16,182,193,1
89,49,85,138,54,11,158,43,20,159,176,366,178,75,5,12,183,195,1
90,48,77,137,57,10,160,43,20,158,170,371,186,76,10,9,182,192,1
92,48,78,141,56,11,160,43,20,160,175,367,186,76,10,10,183,192,1
93,47,80,136,58,11,161,42,20,155,172,372,186,76,10,7,183,191,1
93,37,70,136,55,7,130,51,18,137,160,256,124,69,3,12,191,194,1
86,48,75,137,58,10,160,43,20,162,176,368,185,76,8,6,183,192,1
92,45,84,137,56,11,159,43,20,160,176,363,178,76,6,8,183,192,1
92,49,80,139,60,11,159,43,20,157,169,366,186,74,11,7,183,192,1
94,43,79,141,58,9,151,45,19,149,173,334,161,71,4,18,187,200,1
98,38,66,134,56,8,133,52,18,144,158,251,139,74,9,8,185,186,1
89,44,81,149,63,11,157,43,20,156,176,367,175,76,5,12,185,194,1
89,47,82,136,54,11,157,43,20,157,176,363,175,76,5,7,184,194,1
88,42,64,142,59,9,133,50,18,142,157,267,160,67,6,4,193,198,1
98,37,72,136,56,8,131,52,18,139,157,251,133,71,3,12,191,191,1
91,37,74,144,57,9,133,51,18,135,161,257,124,69,0,8,191,194,1
91,43,80,127,54,10,155,44,20,158,173,351,171,76,1,7,182,191,1
86,48,77,132,54,9,157,44,20,164,169,356,179,78,1,3,182,191,1
88,39,77,155,60,8,139,48,18,137,159,282,123,62,5,10,201,209,1
87,38,73,142,59,8,139,47,18,130,167,294,128,72,5,6,189,196,1
94,44,81,159,68,10,142,46,18,147,166,306,166,68,3,6,199,203,1
90,46,75,140,58,11,159,43,20,159,180,372,189,76,1,4,182,194,1
95,42,82,162,68,10,145,46,19,137,164,309,163,65,10,8,195,203,1
90,46,77,136,56,9,157,43,20,159,174,365,186,78,12,4,184,191,1
91,47,81,136,54,10,159,43,20,162,175,369,176,77,4,7,183,192,1
94,49,86,137,55,11,158,43,20,161,177,366,186,75,5,6,183,194,1
89,44,84,136,56,11,157,44,20,160,172,362,176,74,5,14,183,192,1
88,47,79,139,56,11,158,43,20,159,172,363,178,76,4,15,182,192,1
91,46,83,162,66,10,158,43,19,154,175,360,177,73,3,14,185,197,1
96,36,59,139,58,6,130,52,18,134,159,251,115,68,3,11,195,205,1
87,41,81,162,65,10,146,46,19,144,167,313,157,67,8,8,196,203,1
90,48,81,144,59,11,160,43,20,160,176,370,187,76,7,4,183,193,1
93,47,81,138,58,11,159,42,20,157,178,373,187,77,11,8,183,194,1
91,48,80,137,56,11,159,43,20,164,172,366,185,76,8,13,183,192,1
94,48,87,164,64,10,156,43,20,158,179,361,182,73,4,15,184,198,1
89,42,64,147,63,8,131,50,18,142,157,262,161,65,12,1,193,202,1
86,37,69,140,55,6,131,51,18,133,150,253,123,68,2,12,193,199,1
91,45,84,161,69,8,145,46,19,148,166,308,172,71,10,5,198,203,1
90,48,78,142,59,11,160,43,20,167,171,366,185,76,8,14,183,192,1
91,39,59,125,52,8,134,52,18,140,155,257,148,83,12,8,184,182,1
94,37,69,127,54,9,127,53,18,136,156,242,118,66,1,2,192,193,1
87,42,64,150,64,10,133,50,18,142,157,265,159,67,7,0,193,201,1
89,48,78,143,62,11,160,43,20,160,170,369,181,74,6,9,183,194,1
89,48,78,142,57,11,160,43,20,161,175,370,182,76,3,8,183,192,1
90,47,85,135,56,10,155,44,19,156,174,345,176,73,4,3,185,197,1
95,42,86,173,65,9,153,44,19,154,170,348,147,66,11,9,196,204,1
96,45,82,161,62,10,145,46,19,148,161,313,164,64,5,9,199,207,1
95,47,82,141,57,11,159,43,20,162,177,366,185,75,3,8,182,191,1
90,47,78,141,58,10,160,43,20,163,175,371,187,75,3,1,183,194,1
94,49,86,140,59,11,159,43,20,162,175,370,185,76,7,7,183,192,1
97,47,87,164,64,9,159,43,20,153,173,363,185,68,11,13,189,201,1
97,47,87,167,64,10,154,44,19,149,168,358,182,67,4,11,192,202,1
97,47,86,163,64,10,156,43,20,157,173,357,182,68,2,14,187,195,1
95,36,66,128,55,7,128,51,18,133,155,250,123,68,2,12,192,196,1
85,44,78,166,69,9,142,46,18,147,168,307,176,71,1,6,190,199,1
95,48,81,141,59,11,159,43,20,161,173,366,185,76,7,11,183,192,1
89,48,76,136,58,10,161,43,20,162,171,370,185,75,9,2,183,192,1
88,45,79,139,56,11,158,43,20,159,175,365,181,76,9,11,183,195,1
97,41,65,131,56,7,129,53,18,144,157,242,154,74,5,5,186,190,1
96,38,70,126,52,8,132,53,18,140,157,249,137,78,4,13,185,183,1
92,38,67,120,52,8,129,52,18,136,151,244,140,75,9,8,183,183,1
90,46,80,143,60,11,159,43,20,160,169,368,185,76,12,8,185,193,1
90,48,74,136,59,11,160,43,20,156,172,370,185,76,10,10,183,191,1
87,42,64,143,60,9,133,50,18,141,161,267,162,67,7,1,191,198,1
91,47,78,145,56,11,160,43,20,167,169,368,189,77,1,13,183,192,1
89,43,84,161,64,11,155,43,20,154,173,367,174,72,1,19,186,197,1
91,46,88,162,66,11,159,43,20,157,173,368,172,71,2,21,189,200,1
94,48,87,138,55,11,158,43,20,161,178,371,186,76,5,5,183,194,1
83,45,73,163,69,8,142,46,18,144,172,306,178,71,2,1,191,199,1
88,40,65,138,58,7,122,54,17,140,146,225,144,63,7,5,199,208,1
96,38,59,119,52,7,133,52,18,139,154,255,145,78,6,0,183,182,1
85,41,68,129,54,5,128,53,18,139,150,241,144,75,7,6,185,189,1
90,43,67,151,63,7,137,48,18,144,164,283,171,71,3,4,190,200,1
90,43,69,153,64,8,138,48,18,143,158,279,168,69,5,0,196,205,1
88,42,64,150,64,9,134,49,18,142,160,268,162,69,6,0,193,198,1
87,46,75,125,52,10,157,44,20,160,170,357,177,77,2,17,182,191,1
89,42,63,146,64,8,133,50,18,141,157,265,161,67,10,3,197,201,1
88,42,60,136,57,6,122,54,17,144,146,226,155,64,7,4,199,199,1
91,41,81,162,64,9,146,44,19,145,168,324,143,64,4,3,196,199,1
91,42,86,167,66,8,150,44,19,147,166,333,143,65,2,8,193,206,1
91,40,73,139,59,7,136,49,18,137,167,275,128,73,1,2,187,192,1
89,46,80,145,63,11,159,43,20,159,169,366,176,74,9,7,185,193,1
89,46,78,143,59,11,158,43,20,157,169,360,186,79,12,3,184,193,1
96,38,68,121,49,7,133,51,18,140,162,255,134,76,5,2,185,185,1
91,41,62,148,61,8,128,51,18,142,154,248,157,67,7,12,196,202,1
91,46,79,145,59,11,160,43,20,160,179,373,188,75,2,3,183,193,1
90,42,64,145,59,7,129,51,18,142,161,254,160,66,7,5,195,204,1
94,49,84,137,58,11,159,43,20,160,173,366,186,75,7,7,184,194,1
89,42,64,147,61,8,130,50,18,142,152,257,162,63,14,2,201,206,1
90,48,77,143,58,11,161,43,20,158,172,374,186,75,0,3,184,193,1
89,46,85,160,65,11,161,43,20,163,174,371,177,73,2,20,185,195,1
89,47,84,164,64,10,159,43,20,156,173,360,177,70,1,16,191,197,1
87,42,64,151,63,9,130,50,18,141,150,263,160,67,3,0,195,205,1
93,41,80,159,63,8,146,46,19,146,165,309,134,65,7,8,198,205,1
90,47,84,143,58,11,157,43,20,156,169,357,181,74,12,7,182,193,1
92,41,82,166,65,9,146,46,19,144,164,314,139,64,4,1,199,206,1
90,48,78,143,59,11,161,43,20,160,173,370,186,75,4,6,183,192,1
90,47,74,139,59,11,161,43,20,155,172,375,186,77,4,6,183,191,1
92,49,82,140,59,11,159,43,20,159,172,372,186,75,5,7,182,191,1
87,48,78,142,60,10,161,43,20,162,170,374,185,75,3,2,184,193,1
89,45,85,160,63,11,158,43,20,157,175,356,173,74,10,15,185,193,1
96,47,83,162,64,9,156,43,19,151,173,358,187,74,2,13,186,201,1
89,49,84,135,55,11,156,44,20,165,169,351,179,75,5,6,182,192,1
90,42,65,143,58,7,134,50,18,142,163,263,162,66,15,5,195,198,1
93,48,79,143,60,11,160,43,20,162,176,370,186,75,3,5,183,193,1
90,47,78,149,62,11,161,43,20,160,170,370,178,75,2,4,184,194,1
90,48,78,142,59,11,160,43,20,159,171,371,186,76,2,4,182,192,1
95,41,81,160,65,9,144,46,19,147,164,312,137,65,4,8,199,207,1
89,48,78,132,60,11,161,43,20,159,175,374,182,77,2,3,182,193,1
93,48,86,162,66,10,156,43,20,158,173,361,185,75,7,15,184,195,1
93,46,85,163,66,10,157,44,20,158,171,355,177,73,8,12,183,195,1
88,47,75,124,55,9,158,44,20,163,168,358,174,77,0,11,182,191,1
91,40,80,155,64,10,144,46,19,139,166,308,150,71,11,7,190,198,1
92,41,79,159,64,8,144,46,19,147,166,311,135,70,0,5,192,203,1
96,42,85,167,66,9,155,44,19,149,168,353,156,67,4,5,194,203,1
90,39,58,111,48,7,134,51,18,139,156,259,148,84,9,8,183,184,1
84,45,78,163,68,8,142,46,18,145,168,305,176,71,2,8,190,200,1
98,38,70,129,55,7,130,53,18,138,159,246,125,71,3,12,189,187,1
94,41,64,149,64,8,128,51,18,142,156,246,158,69,12,10,193,201,1
90,47,75,139,59,9,157,44,19,155,172,356,177,78,12,2,186,192,1
96,39,67,120,49,8,136,52,18,141,160,259,139,80,8,17,183,183,1
89,46,86,157,60,11,160,42,20,157,177,369,171,72,8,16,189,198,1
94,47,79,137,57,9,157,44,20,168,170,351,180,79,7,4,183,191,1
91,42,64,150,62,8,129,51,18,142,155,253,153,64,5,2,203,208,1
98,38,69,125,56,8,130,53,18,143,159,246,133,73,2,13,186,185,1
95,45,86,166,68,10,155,44,19,156,168,355,174,70,11,10,190,196,1
86,37,51,112,56,5,119,57,17,124,135,207,125,85,10,8,181,183,1
95,47,86,163,67,10,156,43,19,154,173,354,178,71,14,15,193,198,1
89,46,75,129,59,10,156,44,20,153,168,355,177,78,12,10,184,193,1
88,45,80,158,66,9,146,46,19,148,164,318,175,69,4,10,189,199,1
92,45,86,163,64,10,155,43,19,149,173,357,176,68,5,11,190,196,1
94,45,77,164,67,9,145,46,19,144,168,310,179,70,10,8,193,200,1
90,48,83,141,64,10,156,44,20,164,171,351,188,76,6,11,182,192,1
89,47,83,135,58,11,157,44,20,160,170,356,177,74,8,6,182,191,1
89,47,74,134,57,10,159,43,20,167,170,364,182,79,9,12,182,191,1
86,44,81,165,68,9,143,46,19,147,165,310,177,66,9,11,191,202,1
90,45,85,149,63,11,158,43,20,157,174,362,164,74,2,15,185,194,1
90,46,82,148,59,11,160,43,20,159,176,362,180,75,11,14,183,193,1
94,50,84,138,57,10,156,44,20,170,171,354,187,73,8,13,185,194,1
85,36,53,111,58,3,117,57,17,122,137,204,139,87,9,11,180,184,1
96,46,87,174,67,10,155,44,19,149,169,353,177,69,14,9,192,201,1
96,45,88,161,65,9,151,44,19,149,173,349,179,69,10,9,192,201,1
88,36,70,146,60,9,133,50,18,131,159,264,127,67,2,10,193,195,1
94,36,67,144,61,9,133,50,18,132,153,266,126,62,3,3,195,202,1
88,39,62,130,59,6,118,57,17,136,141,209,152,64,10,8,194,203,1
97,46,78,163,64,11,163,42,20,158,175,384,171,72,14,0,187,194,1
87,37,52,117,57,5,116,57,17,126,135,204,144,83,11,18,185,187,1
89,37,52,115,56,4,118,57,17,127,138,209,142,82,9,8,180,183,1
94,46,84,146,56,11,159,43,20,162,176,364,181,75,8,16,183,193,1
89,45,84,133,55,12,156,44,20,160,169,353,164,75,6,11,183,194,1
89,47,85,145,58,9,153,44,19,152,175,345,186,74,4,2,186,197,1
89,46,76,143,59,9,156,44,19,152,170,354,184,76,13,3,184,194,1
91,50,78,133,57,10,157,44,20,164,171,352,187,78,3,4,182,191,1
86,39,60,127,59,6,116,57,17,135,135,195,145,64,17,8,197,204,1
89,47,83,147,64,11,155,44,20,154,171,352,186,75,10,8,185,195,1
87,36,53,115,57,4,118,57,17,126,137,205,137,86,7,14,180,183,1
85,36,51,117,56,4,119,57,17,124,138,207,136,85,10,5,180,184,1
92,46,83,146,59,10,159,43,20,158,176,365,177,74,3,19,184,196,1
86,47,78,130,54,9,160,43,20,165,173,358,174,77,1,7,182,191,1
96,46,87,169,66,10,156,43,20,157,177,362,184,70,8,13,184,196,1
88,36,51,112,54,3,118,57,17,128,135,207,132,86,8,14,180,183,1
86,36,53,114,56,4,118,57,17,125,137,204,129,84,11,9,180,184,1
93,46,86,163,66,11,155,44,20,152,170,353,175,74,7,13,185,196,1
87,47,81,130,55,9,157,44,20,165,169,357,176,74,4,9,182,191,1
92,40,78,162,63,9,145,45,19,141,166,317,137,66,6,2,190,205,1
92,40,81,161,65,9,144,46,19,143,167,314,142,64,3,8,198,201,1
89,36,69,143,60,9,133,50,18,133,153,265,119,62,6,13,194,209,1
93,45,84,134,56,10,157,43,20,155,175,364,177,74,2,13,183,197,1
92,48,79,140,56,10,160,43,20,162,172,365,187,75,1,18,183,193,1
94,45,82,136,55,11,155,43,20,151,176,361,170,76,1,14,183,194,1
88,45,85,144,56,11,157,43,20,157,176,363,173,76,12,16,184,193,1
90,48,83,142,59,11,159,43,20,158,175,369,187,75,10,19,184,195,1
93,36,66,146,62,9,131,50,18,127,154,266,124,66,7,10,194,201,1
85,36,51,110,54,4,118,57,17,127,138,211,140,85,6,9,180,184,1
89,36,72,141,58,9,132,50,18,135,154,260,125,69,2,11,194,198,1
83,40,58,116,53,7,132,53,18,137,143,249,157,86,4,6,177,183,1
90,44,68,151,63,7,136,48,18,145,166,272,163,75,3,5,187,191,1
92,43,65,153,63,9,135,49,18,144,163,274,167,72,1,13,191,199,1
93,45,82,145,56,10,157,43,20,157,171,352,188,75,1,19,184,197,1
94,48,83,141,56,11,159,43,20,155,176,365,185,75,6,13,183,195,1
91,38,59,128,56,5,117,58,17,133,137,197,148,72,13,6,190,194,1
91,38,61,129,62,6,115,58,17,135,136,200,141,70,12,8,194,196,1
93,44,81,140,57,10,155,44,20,149,173,342,160,75,7,12,183,198,1
88,44,84,135,55,12,157,43,20,156,176,360,174,76,7,11,184,195,1
91,38,59,129,61,5,114,58,17,132,135,195,139,64,17,7,197,201,1
90,47,75,135,58,11,161,43,20,162,170,369,185,76,1,12,182,192,1
89,42,68,129,55,8,131,51,18,145,160,254,160,70,1,14,189,191,1
90,47,78,132,54,11,161,43,20,158,173,370,184,76,1,7,182,193,1
89,45,84,138,58,11,156,44,20,157,168,349,176,74,5,15,183,193,1
86,35,47,110,54,2,119,57,17,121,139,203,137,90,5,7,180,184,1
87,36,51,112,57,3,118,57,17,124,137,203,139,89,5,12,180,183,1
85,36,51,112,55,5,117,57,17,123,138,204,136,83,5,9,181,184,1
87,37,56,111,53,5,118,56,17,130,138,208,126,72,2,8,181,188,1
89,36,52,111,54,4,118,57,17,129,137,205,128,83,7,14,180,184,1
88,36,51,106,52,6,118,57,17,128,137,207,125,83,3,16,179,185,1
86,36,51,112,56,5,119,57,17,128,137,207,127,80,9,9,181,184,1
