Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,class
89,38,72,136,54,6,143,47,19,132,164,302,152,70,1,10,185,189,1
86,37,55,131,61,5,135,50,18,125,151,267,142,83,10,12,180,183,1
109,53,101,200,64,11,213,31,24,170,221,668,221,72,16,15,187,198,1
90,39,85,171,59,8,173,37,21,133,198,454,153,71,2,12,188,194,1
111,48,99,208,61,9,203,32,23,152,216,617,179,64,13,26,193,204,1
105,53,98,189,60,10,215,31,24,170,224,683,218,73,6,16,186,196,1
97,41,88,187,59,9,176,37,21,141,190,467,143,62,1,6,197,206,1
105,54,108,226,68,11,214,31,24,168,227,679,212,69,6,24,188,200,1
103,54,101,210,66,11,221,30,25,175,225,717,213,71,3,18,187,199,1
104,51,108,196,60,11,218,31,24,164,230,698,202,71,15,25,189,201,1
89,46,81,170,60,8,163,40,20,149,187,402,186,69,5,10,190,197,1
104,53,100,199,65,10,213,31,24,168,216,667,221,72,11,11,186,197,1
100,47,101,187,60,9,196,34,22,151,220,575,205,70,8,11,190,198,1
87,38,61,137,59,5,148,45,19,131,164,322,157,84,11,2,180,183,1
110,53,107,211,61,11,206,32,23,166,217,635,216,64,19,2,195,204,1
108,53,108,221,69,12,221,30,25,168,226,712,211,71,12,27,187,200,1
114,53,99,205,64,11,219,30,24,166,228,709,214,71,20,10,188,198,1
106,51,106,201,62,10,220,30,25,164,229,711,206,72,11,13,188,199,1
90,38,75,135,53,6,144,46,19,131,165,305,148,69,1,7,185,190,1
82,36,54,117,53,6,125,53,18,126,146,230,128,78,1,5,180,184,1
99,48,98,199,63,9,188,35,22,154,211,526,191,69,14,13,191,199,1
91,43,72,142,56,7,149,44,19,140,168,327,165,71,13,22,186,191,1
90,45,78,176,59,9,162,40,20,148,184,403,178,62,0,9,198,207,1
85,39,72,140,58,5,132,50,18,133,158,261,149,67,2,11,190,195,1
107,53,108,215,67,11,220,31,25,169,226,710,209,71,13,28,188,201,1
87,39,60,141,60,5,148,45,19,133,163,324,163,83,9,3,180,183,1
101,51,100,199,62,9,187,35,22,161,207,527,201,66,12,13,193,202,1
104,53,100,194,63,10,213,31,24,169,218,673,220,72,9,11,186,197,1
99,54,103,215,69,9,211,31,24,171,222,659,222,73,3,22,186,196,1
105,54,107,225,68,11,218,31,24,171,226,701,226,68,8,18,189,201,1
100,51,98,194,60,10,195,33,22,161,219,572,220,67,0,10,191,200,1
90,42,71,146,58,7,149,44,19,139,169,333,175,72,10,0,186,191,1
112,48,100,198,60,10,194,34,22,154,208,566,170,63,15,4,195,205,1
108,54,103,205,63,11,221,30,25,174,228,718,213,70,6,13,187,199,1
107,48,102,208,61,10,205,32,23,154,216,627,173,64,6,22,193,205,1
104,51,107,193,59,11,216,31,24,163,231,693,202,72,14,22,189,200,1
108,49,103,199,61,10,206,32,23,155,226,635,214,71,6,18,189,198,1
105,53,99,195,62,10,214,31,24,168,220,674,219,72,9,16,187,197,1
91,43,72,142,56,7,149,44,19,140,168,327,166,71,13,20,186,191,1
106,53,108,209,63,11,219,31,25,169,227,704,199,69,11,23,189,203,1
88,40,66,142,60,7,149,44,19,136,167,331,173,78,5,2,182,187,1
99,47,107,206,60,10,199,33,23,153,209,591,169,62,0,30,193,206,1
111,53,109,226,67,11,214,31,24,167,227,679,214,67,12,30,189,203,1
107,53,103,204,64,10,219,30,25,168,223,710,214,72,10,9,187,198,1
91,47,85,189,63,8,169,38,20,153,187,429,186,63,15,7,196,202,1
110,53,98,206,64,10,217,31,24,167,224,700,215,71,14,1,188,197,1
108,49,105,196,60,10,206,32,23,155,226,635,214,71,9,23,189,199,1
108,53,103,214,65,10,219,30,25,172,229,709,212,71,6,3,187,198,1
102,50,97,206,63,9,187,35,22,158,207,527,197,65,6,9,194,204,1
93,45,79,179,59,9,163,40,20,149,185,407,177,62,3,9,198,207,1
106,54,108,229,68,12,217,31,24,169,223,697,224,67,11,24,189,203,1
103,50,96,210,65,10,187,35,22,156,207,527,198,65,3,6,194,205,1
90,39,86,177,61,8,173,38,21,132,198,453,153,70,7,13,188,194,1
107,54,103,211,66,11,219,30,25,172,224,708,214,70,8,5,187,197,1
85,40,66,136,58,5,141,48,18,136,163,293,162,76,2,21,182,186,1
104,50,102,213,64,10,201,33,23,155,214,604,193,64,1,12,192,204,1
109,54,101,200,63,10,213,31,24,171,222,669,220,73,16,15,187,197,1
85,37,61,129,58,6,133,50,18,125,149,258,143,77,16,11,181,185,1
103,54,106,222,69,10,212,31,24,169,224,667,217,70,6,28,187,199,1
90,35,70,142,56,5,134,49,18,125,159,267,132,66,5,18,195,201,1
105,51,108,205,62,11,219,30,25,165,230,708,200,70,11,18,189,201,1
105,53,108,206,63,12,221,31,25,168,226,712,201,71,14,34,188,202,1
101,54,108,228,68,12,215,31,24,167,229,684,214,70,2,16,188,199,1
105,45,100,195,61,9,197,33,22,149,213,581,181,66,8,5,192,200,1
85,40,69,138,59,4,133,49,18,134,160,266,150,70,4,10,189,193,1
106,49,105,209,63,9,208,32,24,158,223,644,184,67,2,23,190,202,1
105,54,104,216,67,12,221,30,25,173,226,715,212,71,7,24,187,199,1
90,38,71,168,64,6,153,43,19,133,179,350,132,70,3,26,188,195,1
87,35,52,120,56,4,122,54,17,125,140,221,128,81,4,11,180,184,1
92,45,76,183,62,9,159,41,20,150,186,382,172,64,8,5,195,202,1
106,52,101,212,63,11,201,33,23,158,214,607,206,65,2,3,191,203,1
104,51,108,201,62,11,220,30,25,163,231,710,202,71,12,16,189,200,1
92,40,83,171,58,7,175,37,21,136,199,462,157,68,4,23,190,198,1
85,38,74,141,55,6,148,45,19,133,172,326,142,72,4,28,184,191,1
101,47,105,207,62,10,199,33,23,151,213,592,184,64,2,29,192,204,1
89,37,80,169,58,7,159,41,20,131,182,384,130,65,4,15,194,200,1
114,50,100,200,60,11,196,33,23,161,207,573,184,62,21,1,197,207,1
106,49,107,180,56,10,207,32,24,158,222,637,216,70,11,25,189,199,1
84,39,63,136,60,4,136,49,18,131,158,274,148,76,7,17,183,188,1
100,50,99,198,62,9,188,35,22,158,209,526,197,68,14,14,192,200,1
98,47,103,202,63,9,197,33,23,152,213,584,171,66,1,12,190,199,1
102,55,107,225,68,11,216,31,24,170,230,692,220,71,2,13,188,199,1
85,38,74,132,54,6,146,46,19,131,170,316,146,75,6,24,182,187,1
85,40,66,138,59,4,136,49,18,133,161,278,150,73,5,13,186,190,1
102,54,107,227,68,11,214,31,24,167,228,679,213,70,2,16,188,199,1
103,54,103,216,68,11,219,30,25,170,222,710,211,70,7,10,186,197,1
107,48,108,196,59,10,207,32,24,154,225,635,207,70,9,29,190,202,1
112,48,99,206,61,9,203,32,23,152,217,617,183,64,16,27,192,203,1
90,43,71,170,59,7,153,42,19,143,174,358,162,61,14,9,201,207,1
99,53,105,219,66,11,204,32,23,164,222,626,227,68,0,11,190,200,1
84,33,45,118,57,3,113,60,17,120,132,189,127,81,11,23,181,186,1
113,52,100,204,62,10,217,30,24,166,229,699,213,71,11,3,188,197,1
102,51,101,199,62,10,189,35,22,160,207,540,206,65,15,2,194,202,1
98,45,103,188,61,9,195,34,22,145,220,570,197,73,10,14,189,197,1
89,40,89,174,58,8,177,37,21,133,201,471,154,69,6,17,189,196,1
100,51,99,198,63,9,188,35,22,160,207,528,210,67,12,11,192,201,1
98,42,90,194,61,9,178,36,21,143,193,484,144,62,4,8,197,206,1
94,37,76,184,67,8,157,42,19,132,181,368,137,69,4,13,190,196,1
104,51,108,197,61,11,218,31,24,166,229,699,203,71,14,25,189,201,1
105,54,108,232,69,12,215,31,24,168,225,690,227,67,6,22,189,201,1
91,34,68,153,57,6,137,48,18,123,162,285,119,61,2,9,200,206,1
104,51,108,195,60,11,217,31,24,165,230,697,203,71,14,23,189,201,1
99,53,105,219,66,11,204,32,23,164,221,624,225,68,0,8,190,200,1
106,52,98,192,59,10,215,31,24,169,224,681,217,72,8,21,188,197,1
103,51,104,168,54,10,208,32,24,162,220,641,220,71,8,20,187,197,1
107,53,97,202,64,11,217,31,24,166,227,694,213,72,1,27,187,199,1
104,54,103,215,67,12,221,30,25,174,226,716,212,71,5,23,187,199,1
97,44,98,202,63,10,183,36,21,146,201,505,155,64,6,21,196,208,1
104,54,108,233,69,12,215,31,24,168,226,686,226,68,3,21,188,200,1
102,50,105,195,59,10,207,32,24,158,223,638,198,70,2,24,188,200,1
109,53,103,207,63,11,220,30,25,173,229,713,212,71,6,8,187,199,1
89,35,56,129,57,6,120,56,17,125,137,212,131,68,18,22,189,193,1
87,38,59,138,60,5,148,45,19,131,163,323,163,84,7,1,180,183,1
104,53,101,195,64,10,213,31,24,167,216,665,213,72,12,15,187,198,1
103,45,101,190,60,9,197,33,23,148,217,582,190,69,9,8,190,198,1
107,53,102,199,62,11,214,31,24,166,221,686,215,69,7,4,187,197,1
107,53,98,209,65,11,218,30,24,168,221,704,215,71,14,0,188,197,1
84,34,48,119,57,3,114,59,17,121,133,191,127,79,10,24,182,187,1
82,36,54,118,55,6,126,53,18,125,144,234,134,80,4,3,179,183,1
84,37,61,128,57,6,133,51,18,126,149,258,142,77,16,11,181,185,1
94,47,81,177,59,7,169,38,20,152,197,431,190,67,3,3,190,197,1
107,54,103,209,66,10,219,30,25,170,222,709,215,71,10,8,187,197,1
94,37,74,184,66,7,159,41,20,133,183,379,134,68,3,15,190,197,1
85,36,53,119,55,4,126,53,17,126,143,236,135,81,4,13,180,184,1
106,49,105,210,63,9,208,31,24,157,223,645,184,68,1,23,190,201,1
90,38,73,136,53,5,144,46,19,131,164,305,149,70,1,6,185,190,1
84,34,47,119,57,3,114,59,17,121,132,190,127,80,10,24,182,187,1
89,36,81,155,59,7,139,48,18,126,159,287,141,64,0,28,191,198,1
97,41,88,186,59,9,176,37,21,141,190,466,143,62,1,6,197,206,1
97,46,81,181,59,7,167,39,20,152,192,420,180,65,8,6,194,202,1
112,52,101,206,62,10,217,30,24,168,229,701,213,71,10,3,188,197,1
106,52,108,210,62,11,219,30,25,167,228,704,198,69,10,20,189,202,1
106,53,105,224,67,10,212,31,24,165,225,668,211,68,3,16,189,201,1
87,38,58,137,60,5,148,45,19,131,163,319,157,85,11,0,180,183,1
99,54,103,215,69,9,211,31,24,171,222,660,222,73,4,22,186,196,1
92,37,76,182,62,7,163,40,20,133,190,403,138,67,4,7,192,197,1
92,37,72,173,65,7,154,42,19,132,181,356,131,69,4,23,189,195,1
108,54,102,205,63,11,222,30,25,175,228,719,213,71,5,14,187,199,1
103,49,95,210,65,9,187,35,22,154,207,526,193,65,4,7,194,205,1
93,40,96,176,58,8,179,37,21,133,204,481,158,68,5,28,191,200,1
104,52,108,201,61,11,220,31,24,166,227,706,201,71,15,30,189,202,1
108,49,103,201,62,10,206,32,23,156,227,637,218,71,6,13,189,197,1
90,36,74,170,60,7,157,42,19,128,177,367,123,61,6,21,196,203,1
107,54,108,225,68,11,214,31,24,168,226,676,212,68,9,29,188,201,1
93,41,98,188,61,8,183,36,21,136,205,501,169,69,8,24,189,198,1
106,53,101,220,66,11,221,30,25,172,228,719,201,70,3,3,187,200,1
93,38,86,179,59,8,167,39,20,133,186,423,133,63,4,20,196,204,1
84,36,55,121,54,6,123,54,17,126,142,224,129,74,8,11,183,188,1
108,52,103,201,63,10,219,30,24,167,223,708,213,72,11,9,188,199,1
98,46,102,199,64,9,191,34,22,148,215,550,194,70,6,15,190,199,1
108,52,104,195,59,12,215,31,24,163,221,690,212,67,10,11,189,199,1
97,45,80,183,60,9,165,40,20,152,187,411,176,62,9,9,198,207,1
92,45,79,177,59,9,163,40,20,149,184,405,178,62,2,9,198,207,1
104,51,108,194,59,11,217,30,24,163,232,698,202,72,14,20,189,200,1
91,34,73,144,56,6,133,50,18,123,157,264,129,63,4,20,198,203,1
90,38,75,136,53,6,143,47,18,131,165,304,149,68,1,7,186,191,1
108,51,103,207,63,10,207,32,23,159,227,642,229,71,7,6,189,197,1
84,36,57,121,54,6,125,54,18,127,144,229,134,76,5,10,181,185,1
91,40,89,178,58,8,177,37,21,135,199,473,151,67,6,15,191,198,1
84,38,58,133,60,4,135,49,18,129,155,273,144,81,4,8,182,185,1
85,38,75,132,54,7,147,45,19,131,171,319,146,75,7,24,182,187,1
85,40,66,136,58,5,141,48,18,136,163,292,162,76,2,20,182,186,1
85,36,59,125,57,5,126,53,18,127,141,233,142,77,10,12,181,185,1
94,40,80,170,58,7,174,37,21,137,198,458,158,68,3,26,190,199,1
82,36,54,117,54,4,128,52,18,126,146,241,137,80,3,11,180,184,1
101,51,104,189,58,10,208,32,24,162,220,641,195,69,2,22,187,198,1
109,53,109,225,67,11,214,31,24,168,226,676,212,67,11,31,189,202,1
90,36,78,163,56,7,155,42,19,128,174,366,119,62,5,16,197,204,1
97,38,79,190,64,8,169,39,20,136,194,430,139,65,7,18,193,200,1
104,53,101,196,64,10,213,31,24,167,216,666,214,72,12,14,187,198,1
104,55,106,223,68,10,218,30,24,173,232,704,227,71,3,9,187,198,1
107,52,104,203,62,11,221,30,25,170,230,716,208,71,8,14,187,200,1
93,43,75,149,57,7,149,43,19,143,172,335,176,68,13,0,189,194,1
86,41,65,148,60,5,149,44,19,138,165,333,173,78,5,7,182,185,1
115,53,109,230,67,11,216,31,24,165,230,690,221,67,15,28,191,205,1
104,51,108,196,60,11,217,31,24,165,230,698,203,71,14,24,189,201,1
93,43,98,196,61,10,182,36,21,145,202,504,152,64,4,14,194,203,1
108,49,108,193,59,10,206,32,23,155,225,635,213,70,12,30,190,201,1
111,53,109,227,67,11,215,31,24,167,227,681,215,67,12,30,190,203,1
105,53,108,207,63,11,219,31,25,170,226,705,200,70,12,25,189,203,1
90,34,67,159,59,7,142,46,18,126,165,308,118,61,1,8,199,206,1
103,53,107,215,65,11,219,30,25,167,227,706,199,69,7,20,188,202,1
92,37,73,175,66,7,154,43,19,132,180,354,133,69,4,20,189,195,1
108,50,103,202,62,10,206,32,23,156,227,637,220,71,6,12,189,197,1
91,36,83,167,60,7,157,42,19,130,180,371,139,66,8,21,191,197,1
99,47,87,188,59,9,170,38,20,154,186,438,170,59,13,16,200,208,1
91,37,73,165,61,7,154,42,19,129,179,357,126,67,5,19,191,197,1
105,51,100,211,63,10,200,33,23,157,214,605,202,65,2,4,192,203,1
89,37,68,140,57,4,135,49,18,128,160,271,139,69,5,16,192,197,1
94,41,89,184,59,8,177,37,21,139,194,476,145,64,4,12,194,202,1
85,40,66,137,58,4,138,48,18,134,162,284,155,75,4,16,184,188,1
108,52,108,183,55,12,215,31,24,169,227,687,213,71,10,25,189,200,1
96,43,95,200,65,9,187,35,22,143,214,523,174,71,14,12,189,197,1
91,37,80,174,65,8,153,43,19,129,179,352,142,69,4,7,189,194,1
92,38,78,176,61,8,162,40,20,133,190,396,145,68,4,7,189,194,1
108,49,108,192,59,10,207,32,24,156,224,635,211,70,11,30,190,201,1
95,39,78,170,58,7,173,38,21,138,196,453,158,67,2,28,191,200,1
109,51,104,196,59,12,214,31,24,162,221,685,205,67,13,5,189,199,1
100,46,87,189,60,9,170,38,20,154,186,438,169,59,14,17,200,209,1
96,50,94,200,65,10,186,35,21,157,207,525,229,68,9,4,191,199,1
91,37,71,170,64,7,152,43,19,133,176,348,127,67,3,23,191,197,1
87,37,63,129,57,5,125,53,18,129,141,231,144,73,14,18,183,187,1
82,37,65,126,54,6,132,51,18,126,148,253,142,72,16,7,182,186,1
105,53,98,192,60,10,215,31,24,169,224,681,218,73,7,20,187,196,1
90,46,83,159,57,6,161,40,20,148,186,389,186,71,8,6,186,191,1
87,38,84,173,60,8,170,38,21,134,193,437,143,69,0,21,189,197,1
88,35,54,122,57,4,122,54,17,125,139,221,131,80,6,14,181,184,1
106,48,107,201,60,10,207,32,24,153,226,635,200,70,5,28,190,202,1
107,51,103,182,56,11,213,31,24,162,226,673,216,71,2,3,188,198,1
106,53,108,209,63,11,219,31,25,168,227,705,198,69,11,24,189,203,1
106,53,98,199,63,10,216,31,24,167,227,690,216,72,3,25,187,198,1
104,54,107,232,69,11,215,31,24,168,226,688,228,68,3,20,188,200,1
97,46,99,203,65,9,190,34,22,145,215,546,195,71,3,16,190,199,1
95,37,76,186,63,8,166,39,20,134,193,416,139,67,6,12,192,197,1
97,47,85,184,59,8,169,38,20,153,190,433,175,62,10,12,196,204,1
101,51,100,198,62,9,187,35,22,161,207,527,202,66,12,14,193,202,1
104,53,99,186,60,10,215,31,24,172,224,685,219,73,5,12,185,195,1
82,36,54,118,55,6,126,53,18,125,144,233,133,80,3,3,179,183,1
83,35,53,119,57,5,127,53,17,125,142,237,138,82,5,3,179,183,1
90,37,82,168,59,7,159,41,20,131,183,381,140,68,6,17,191,196,1
85,38,74,133,54,6,147,45,19,131,171,319,144,74,6,25,183,188,1
92,37,72,173,65,7,154,42,19,132,181,357,131,69,4,23,189,195,1
94,44,104,206,63,10,186,36,22,149,202,518,157,64,6,29,197,210,1
104,54,107,222,69,10,212,31,24,169,224,669,215,70,7,29,187,199,1
90,35,78,160,60,7,141,47,18,126,163,298,131,62,0,23,195,201,1
93,40,95,176,58,8,179,37,21,133,203,479,157,68,5,27,190,199,1
108,53,102,202,64,10,220,30,25,167,224,710,214,72,11,10,188,199,1
92,45,79,176,59,8,164,39,20,149,188,411,181,63,1,7,196,204,1
86,40,69,140,59,6,142,47,19,137,164,298,165,76,6,19,182,186,1
104,51,108,199,61,11,219,30,24,163,232,708,202,72,12,16,189,200,1
103,54,105,218,67,11,207,32,24,163,228,640,238,71,2,20,189,199,1
90,38,83,170,60,8,171,38,21,134,196,444,151,71,0,10,188,194,1
103,50,96,210,64,9,187,35,22,156,207,527,195,65,3,7,194,205,1
99,42,92,196,61,9,180,36,21,142,200,488,153,64,5,9,194,204,1
108,53,103,209,63,10,219,30,25,171,228,707,212,71,6,3,188,199,1
93,40,87,180,60,7,175,38,21,137,195,459,162,67,5,31,192,202,1
95,39,78,170,58,7,174,38,21,138,197,455,159,68,3,28,190,199,1
90,49,83,187,62,7,176,36,21,154,205,468,221,69,1,3,189,195,1
85,40,69,138,58,7,151,44,19,133,169,334,165,78,4,10,181,186,1
97,41,89,191,60,9,177,37,21,143,189,479,138,61,2,7,198,207,1
108,49,104,204,61,10,209,31,24,156,223,654,186,68,5,16,190,200,1
82,37,63,128,57,7,133,51,18,127,149,256,142,75,14,13,181,186,1
82,36,54,117,54,4,127,52,18,126,146,240,136,80,3,10,180,184,1
98,45,102,191,62,9,194,34,22,145,220,566,196,73,8,15,189,197,1
94,38,83,184,61,8,167,39,20,134,190,422,133,64,7,18,195,202,1
