Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,class
89,31,61,161,68,8,224,47,19,134,148,302,116,90,12,36,178,181,1
87,38,56,104,55,12,106,61,21,142,133,710,117,78,2,24,190,184,1
115,46,53,191,72,13,106,39,17,155,127,288,106,75,-1,19,179,192,1
90,41,86,122,56,6,129,28,18,149,167,227,180,74,-2,2,189,192,1
92,46,68,147,62,9,158,45,19,183,182,389,151,57,-1,0,191,204,1
84,42,70,198,59,12,170,34,16,138,188,371,238,57,0,3,202,202,1
102,38,89,203,71,10,188,46,16,131,183,1163,111,65,1,9,183,204,1
86,54,64,186,59,8,156,62,18,146,125,251,133,69,6,14,200,202,1
75,49,71,172,57,4,161,45,16,144,157,388,207,72,7,4,191,182,1
79,46,87,151,50,8,148,42,18,131,150,316,124,59,-1,17,194,201,1
83,42,89,145,61,10,195,43,20,173,161,318,192,84,2,9,199,208,1
98,53,89,163,72,13,136,46,17,147,198,376,172,63,3,8,197,206,1
108,35,89,198,73,9,240,63,20,135,186,399,216,63,4,12,183,195,1
