Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,class
103,45,96,198,62,10,183,36,21,148,199,504,156,63,12,13,198,206,1
84,39,75,143,57,6,146,46,19,135,168,316,149,77,17,10,182,187,1
100,55,98,177,55,11,221,30,25,178,220,714,218,72,4,12,185,196,1
88,48,85,188,63,8,176,37,21,152,196,466,207,67,11,6,192,199,1
98,46,104,209,64,10,196,34,22,151,211,573,159,65,0,32,193,204,1
100,57,107,223,66,11,220,30,25,176,233,722,239,70,9,18,187,198,1
85,35,78,149,55,7,147,45,19,127,168,321,134,64,9,24,196,202,1
86,36,72,137,55,7,138,48,18,127,163,287,133,73,2,5,185,191,1
94,37,79,180,61,8,161,40,20,130,182,392,120,62,1,27,201,209,1
89,41,75,142,55,6,146,45,19,137,170,319,157,74,16,6,184,188,1
94,48,83,181,59,8,172,38,21,152,196,446,197,67,13,1,194,200,1
101,50,103,167,52,10,206,32,23,162,216,630,191,68,6,21,188,196,1
101,53,107,224,68,10,222,30,25,170,239,733,212,73,10,20,188,197,1
97,47,105,217,66,8,200,33,23,150,222,602,200,68,5,33,191,201,1
104,55,106,224,67,11,218,30,24,174,229,706,223,69,6,14,188,199,1
105,54,96,186,57,10,218,30,24,170,230,705,216,74,4,12,187,195,1
97,45,76,166,60,7,157,41,20,148,183,371,185,68,12,10,190,196,1
100,55,104,182,59,10,215,31,24,176,220,677,222,74,11,25,185,194,1
93,37,74,172,60,7,161,41,20,133,179,391,130,63,6,15,197,204,1
101,57,106,224,67,11,220,30,25,176,232,721,240,70,8,16,187,198,1
82,40,73,142,57,7,152,44,19,134,173,342,154,74,10,7,181,187,1
86,35,70,129,56,7,127,53,18,123,145,236,121,68,3,29,187,196,1
96,56,102,224,72,10,210,31,24,173,224,665,223,74,1,4,186,193,1
81,37,54,123,57,6,133,51,18,127,147,258,147,82,9,7,177,184,1
102,48,97,230,70,10,205,32,23,153,226,634,198,70,2,18,188,196,1
101,55,103,182,59,10,215,31,24,176,220,679,222,74,12,22,186,194,1
82,38,60,125,56,5,134,49,18,130,149,269,141,77,4,4,182,187,1
102,54,103,189,57,10,222,30,25,172,224,728,201,70,8,13,188,199,1
80,38,55,122,57,6,135,50,18,128,148,265,146,82,6,5,177,184,1
95,47,81,178,59,8,169,39,20,150,193,431,195,67,14,4,193,200,1
95,48,92,193,62,9,178,36,21,154,200,479,172,64,3,0,198,205,1
101,54,98,167,53,10,216,31,24,174,227,691,223,72,0,30,186,197,1
87,45,80,161,59,7,155,42,19,144,181,362,173,71,4,4,188,194,1
85,35,69,126,56,6,125,54,17,124,142,228,124,70,4,27,183,193,1
79,39,79,132,54,7,146,47,19,135,171,310,144,76,7,29,181,192,1
101,50,91,202,62,10,186,34,22,159,209,526,193,65,12,8,194,201,1
106,51,97,192,59,9,189,34,22,161,207,540,200,65,12,5,194,200,1
87,39,85,178,60,7,177,37,21,131,202,470,152,71,2,22,188,194,1
101,48,102,210,65,10,200,33,23,156,215,599,171,68,4,13,189,197,1
103,54,105,223,69,10,222,30,25,176,237,736,217,74,13,11,188,196,1
95,41,94,197,64,9,178,37,21,140,198,477,142,65,2,16,194,201,1
90,44,75,155,57,6,150,44,19,145,170,336,179,65,15,3,194,199,1
99,50,103,217,67,10,214,31,24,159,230,682,209,71,3,23,187,196,1
96,51,103,220,67,9,198,33,23,160,217,590,221,68,10,17,191,199,1
104,54,96,187,58,11,220,30,25,172,222,712,217,72,7,14,186,196,1
105,50,96,199,60,10,189,34,22,160,209,541,194,64,13,5,195,201,1
94,45,73,164,59,7,158,42,20,146,182,376,187,66,11,13,193,199,1
85,36,77,149,55,7,147,45,19,128,168,321,133,64,9,23,196,202,1
102,55,99,183,58,10,216,31,24,172,219,688,219,74,12,12,186,194,1
100,55,100,214,68,9,207,32,23,168,227,650,222,74,5,5,186,193,1
87,45,81,164,60,7,156,42,19,144,181,366,174,69,2,2,190,196,1
92,34,66,140,56,7,131,50,18,121,151,254,117,62,4,30,199,206,1
104,55,104,222,70,10,222,30,25,177,230,727,218,73,12,11,187,195,1
88,40,75,143,56,6,146,46,19,136,169,316,155,76,17,5,183,187,1
100,55,101,219,69,10,223,30,25,177,226,731,214,73,11,17,186,195,1
103,53,103,187,55,11,216,31,24,169,223,688,188,69,7,24,189,199,1
100,55,101,190,57,10,222,30,25,177,225,730,210,71,7,19,187,197,1
84,38,61,128,55,5,132,50,18,131,149,261,145,74,7,4,184,187,1
96,47,103,214,68,10,200,33,23,148,219,597,201,72,6,7,187,194,1
84,39,90,180,60,7,177,37,21,131,208,469,145,70,3,37,190,198,1
108,49,103,190,58,11,208,31,23,157,216,643,186,65,9,13,191,200,1
92,34,66,140,56,7,130,51,18,120,150,251,114,62,4,28,200,206,1
95,48,83,178,59,8,171,38,21,152,195,440,196,67,14,0,194,200,1
88,36,68,139,57,7,134,50,18,126,152,263,130,67,3,34,191,199,1
94,45,77,172,62,7,160,41,20,148,183,386,180,67,6,10,190,197,1
106,48,102,188,57,11,206,31,23,155,215,634,187,66,10,17,191,199,1
82,39,82,140,54,7,153,44,19,133,173,339,143,72,11,15,182,188,1
100,42,96,197,63,9,183,36,21,141,201,503,141,65,6,16,194,203,1
88,39,69,146,57,5,132,49,18,136,155,260,151,61,16,6,202,208,1
107,51,98,194,59,9,190,34,22,161,208,546,197,64,13,4,195,201,1
88,40,69,146,58,6,130,50,18,134,148,253,144,63,3,1,194,201,1
100,52,108,224,67,10,222,30,25,165,239,730,206,72,6,27,188,199,1
105,55,97,200,61,10,217,30,24,171,227,699,216,73,3,16,187,197,1
91,49,87,194,62,8,177,37,21,155,202,473,195,66,6,4,193,199,1
83,37,72,133,54,8,140,48,18,130,164,290,137,74,4,11,183,190,1
107,50,103,195,59,11,210,31,24,159,221,659,186,66,6,3,190,200,1
89,38,76,163,58,7,164,40,20,131,189,404,142,68,0,18,190,198,1
89,47,81,157,57,7,161,40,20,148,188,392,197,72,9,13,187,192,1
88,36,70,144,57,6,135,49,18,125,155,269,128,66,3,35,193,202,1
92,46,101,199,64,9,195,34,22,148,217,573,200,72,5,7,186,194,1
97,50,91,200,63,9,187,35,22,159,208,528,212,66,12,5,192,199,1
100,46,103,206,63,11,198,33,23,154,213,584,161,65,3,27,193,203,1
101,50,90,202,62,10,186,34,22,159,209,524,193,65,12,9,194,201,1
100,54,103,218,66,10,223,30,25,176,224,733,206,70,6,19,187,197,1
103,48,97,202,62,10,193,34,22,154,216,562,194,66,7,8,192,199,1
98,45,101,210,65,8,202,32,23,148,229,616,193,72,5,6,188,194,1
102,54,107,189,56,11,223,30,25,174,225,729,200,70,0,29,187,201,1
102,55,98,192,58,10,221,30,25,175,225,724,212,71,7,15,187,196,1
101,54,104,181,57,10,210,32,24,170,217,650,217,72,9,15,187,195,1
88,36,68,141,57,7,134,50,18,126,153,265,128,66,3,35,192,202,1
103,55,109,228,66,11,218,30,24,174,230,708,227,67,8,22,190,201,1
81,38,76,147,59,6,146,46,19,130,166,314,138,75,9,15,183,189,1
93,41,95,197,65,9,179,36,21,139,199,483,150,66,4,27,193,200,1
102,54,106,218,64,11,222,30,25,174,221,728,200,67,1,18,188,199,1
96,37,77,178,61,7,161,41,20,131,181,390,119,62,2,23,201,209,1
92,43,77,163,58,6,150,44,19,142,179,340,175,67,15,2,193,197,1
95,47,103,214,67,9,203,32,23,150,225,621,201,73,5,8,186,193,1
94,46,80,185,64,7,166,39,20,147,191,416,181,68,11,4,192,198,1
102,54,98,168,53,10,217,31,24,173,226,694,223,72,0,28,186,197,1
99,51,96,191,60,9,188,35,22,161,206,536,219,67,11,4,192,199,1
92,46,79,176,64,8,162,40,20,149,183,396,178,67,2,9,191,198,1
94,41,95,197,65,9,178,36,21,140,199,478,149,66,2,28,193,200,1
106,51,100,219,64,10,202,32,23,162,219,612,192,65,15,3,196,204,1
82,36,55,117,55,5,121,55,17,124,139,218,133,79,11,4,179,184,1
104,48,102,207,62,11,201,32,23,158,217,603,165,65,8,25,192,203,1
106,50,103,193,57,11,215,31,24,162,225,679,179,68,4,33,190,202,1
88,38,77,157,56,7,162,41,20,129,184,394,140,67,1,10,191,197,1
97,56,102,223,72,10,210,31,24,172,225,663,223,74,2,4,186,193,1
100,55,100,189,57,10,221,30,25,176,225,730,211,71,7,16,187,196,1
102,48,100,228,69,10,206,32,23,153,228,636,199,70,3,23,188,198,1
86,44,77,153,59,7,153,44,19,144,179,348,169,74,13,11,184,189,1
102,55,109,226,66,11,219,30,24,174,231,713,229,68,8,23,189,201,1
95,48,91,206,65,10,186,35,22,153,210,522,188,67,8,14,191,198,1
94,41,95,196,64,8,177,37,21,140,198,473,149,67,1,28,192,200,1
94,48,91,195,63,9,179,36,21,154,199,487,194,64,17,9,197,201,1
104,55,100,214,64,11,217,30,24,173,226,698,218,70,3,19,188,199,1
93,45,80,186,64,7,165,39,20,147,191,413,181,68,11,5,192,198,1
101,47,102,205,62,11,199,33,23,156,214,589,162,65,5,25,192,202,1
96,50,102,201,63,9,195,34,22,155,213,572,205,70,5,6,188,196,1
86,44,77,155,59,6,151,44,19,141,174,344,161,71,9,0,187,192,1
104,49,100,215,64,10,201,32,23,158,222,610,191,67,13,2,194,202,1
89,38,76,162,57,7,162,41,20,130,183,392,137,65,2,15,193,200,1
89,40,75,145,57,7,146,46,19,134,169,316,152,74,13,5,184,189,1
94,48,101,200,64,9,195,34,22,151,216,573,202,71,5,7,187,195,1
94,41,95,197,65,9,179,36,21,140,199,480,149,66,3,27,193,200,1
96,49,102,201,63,9,195,34,22,154,214,572,204,70,5,6,188,196,1
93,46,80,174,61,7,167,40,20,147,192,417,196,69,12,10,189,195,1
101,55,104,182,59,10,215,31,24,176,220,678,222,74,12,25,186,194,1
104,56,105,222,68,11,218,30,24,175,228,707,222,70,5,11,188,198,1
98,53,104,185,58,10,212,32,24,171,222,664,216,73,1,25,186,194,1
91,49,89,191,62,9,177,37,21,153,198,474,187,65,6,3,195,202,1
101,51,102,224,69,9,215,30,24,163,232,691,201,71,2,16,187,197,1
105,53,96,189,57,11,217,31,24,166,226,695,192,71,8,25,187,198,1
103,55,105,223,70,10,223,30,25,177,236,737,217,74,13,11,187,196,1
99,55,103,214,66,10,225,30,25,178,230,743,210,73,9,19,186,196,1
96,47,81,181,63,8,168,39,20,150,193,428,184,69,11,1,192,198,1
102,51,97,224,70,10,206,32,23,160,226,641,208,72,3,10,187,194,1
101,48,102,211,66,10,200,33,23,156,215,600,172,68,4,12,189,196,1
106,50,99,203,60,9,192,34,22,161,211,559,190,64,9,3,196,202,1
90,43,77,160,59,7,152,44,19,142,181,345,173,70,15,7,189,193,1
92,43,77,165,59,7,151,44,19,141,181,342,172,68,14,1,192,196,1
87,39,69,140,56,5,132,49,18,135,155,264,154,63,16,6,197,203,1
98,53,105,185,57,10,213,31,24,172,222,670,208,71,1,25,187,196,1
89,41,75,141,55,7,137,48,18,137,159,280,159,68,0,1,189,195,1
84,39,62,128,55,5,133,50,18,132,150,263,152,74,5,4,182,187,1
104,56,105,225,69,12,219,30,24,175,226,712,221,69,9,16,188,198,1
93,41,95,194,64,8,177,37,21,139,200,473,148,67,1,30,192,199,1
85,39,88,179,60,7,177,37,21,131,206,469,148,71,3,31,189,196,1
102,55,105,182,59,10,212,31,24,174,218,662,220,72,12,23,187,195,1
91,45,75,161,58,7,159,41,20,146,183,381,190,66,10,15,192,198,1
91,40,92,195,64,8,181,36,21,137,200,495,152,66,9,23,192,200,1
101,55,105,182,59,10,213,31,24,175,219,667,221,73,12,24,186,195,1
94,46,79,180,61,8,167,39,20,148,190,419,193,67,12,13,191,198,1
100,55,105,203,62,10,224,30,25,178,228,731,205,74,8,31,187,199,1
104,55,104,222,70,10,222,30,25,177,235,734,218,74,13,11,187,195,1
102,52,99,194,60,9,191,34,22,161,207,549,207,67,8,6,192,199,1
88,38,76,160,57,7,164,40,20,130,187,400,141,68,0,14,191,198,1
82,38,56,124,57,6,134,50,18,130,149,261,153,80,7,5,177,184,1
100,48,104,186,57,11,207,31,23,155,220,646,187,68,2,9,190,198,1
100,45,100,209,65,8,201,32,23,148,227,608,185,71,4,6,189,195,1
103,49,106,179,54,11,207,32,23,158,213,642,183,65,1,12,191,200,1
103,56,105,222,68,11,218,30,24,173,226,706,246,72,9,5,187,196,1
86,36,64,134,57,7,132,51,18,123,151,255,124,69,2,25,189,197,1
95,41,95,197,64,9,178,37,21,140,198,475,146,66,1,23,193,200,1
92,47,82,164,59,7,166,40,20,147,196,414,200,72,11,5,187,192,1
96,50,103,220,67,9,198,33,23,159,217,590,220,68,10,16,190,199,1
102,52,104,213,67,10,200,33,23,158,215,597,210,69,8,16,189,196,1
95,46,92,194,62,10,178,37,21,150,199,478,161,63,2,0,197,205,1
102,48,95,199,61,9,181,36,21,156,198,494,183,62,19,13,200,206,1
87,43,70,142,55,7,141,48,18,141,158,293,172,68,8,16,187,196,1
97,52,103,214,65,9,196,33,22,162,214,582,220,67,9,14,191,199,1
101,54,104,180,58,10,215,31,24,176,221,679,223,73,11,26,186,195,1
87,37,71,154,59,7,148,45,19,132,172,326,128,68,0,8,190,197,1
99,54,103,220,68,10,223,30,25,174,231,735,211,73,9,22,187,196,1
100,57,107,217,66,11,226,30,25,180,234,754,205,72,3,16,186,198,1
102,54,107,185,55,11,223,30,25,174,226,730,203,70,1,29,187,200,1
100,51,109,224,67,9,217,30,24,162,238,705,206,72,6,18,188,199,1
97,54,103,190,60,10,213,31,24,172,221,669,217,73,2,25,185,194,1
94,40,91,194,62,9,177,37,21,138,196,474,142,64,3,12,194,202,1
100,48,101,192,59,11,206,31,23,153,223,644,191,69,6,10,189,197,1
97,54,103,198,63,10,214,31,24,171,219,674,219,74,5,23,185,194,1
89,45,75,153,57,6,151,44,19,145,173,339,177,68,15,5,190,195,1
103,57,104,222,69,11,218,30,24,173,226,707,249,72,9,2,187,195,1
86,36,78,152,57,6,144,46,18,126,165,309,132,64,7,27,195,202,1
86,44,76,152,58,7,153,44,19,144,180,349,171,75,14,13,183,188,1
99,51,100,204,64,9,195,34,22,158,213,571,205,68,3,7,190,197,1
101,54,99,187,57,10,220,30,25,174,227,721,213,72,6,15,187,196,1
89,39,86,176,64,7,163,40,20,131,195,396,148,74,1,22,185,191,1
83,39,82,144,56,7,151,45,19,134,174,335,136,71,6,17,183,190,1
97,46,101,212,67,9,200,32,23,147,224,603,195,72,5,5,187,194,1
102,54,105,218,68,10,218,30,24,170,231,706,214,72,4,8,187,197,1
105,51,106,211,62,8,200,33,23,160,218,601,200,67,8,16,193,200,1
105,49,95,200,61,10,180,36,21,157,197,493,179,62,18,14,201,208,1
88,37,78,152,60,7,146,45,19,127,166,315,140,68,1,11,188,195,1
92,45,73,164,59,7,159,41,20,146,182,379,187,65,10,14,194,200,1
103,54,98,187,57,10,220,30,25,170,228,715,211,73,8,9,187,196,1
101,54,107,205,61,11,224,30,25,176,225,729,202,71,5,29,187,200,1
97,46,101,209,65,8,192,34,22,151,208,548,168,65,0,32,191,200,1
107,51,101,217,63,10,202,32,23,163,219,610,191,65,16,2,196,206,1
88,38,78,158,57,7,162,41,20,129,186,393,141,68,1,11,190,196,1
79,36,56,116,55,5,124,54,17,124,141,228,132,81,7,5,177,184,1
94,46,80,179,60,8,168,39,20,149,191,424,194,67,13,9,192,199,1
87,43,71,144,55,8,142,48,19,142,159,295,172,68,7,18,187,196,1
82,38,65,134,59,7,132,51,18,128,150,257,137,72,1,16,182,191,1
100,56,109,223,66,11,220,30,24,175,232,719,232,69,9,24,188,200,1
89,44,76,161,58,6,150,44,19,145,173,339,178,64,11,8,198,204,1
85,40,64,128,55,6,134,50,18,135,153,265,163,74,3,4,179,186,1
92,41,93,197,65,9,181,36,21,138,201,495,151,66,8,25,193,200,1
86,40,66,133,55,6,134,50,18,136,154,264,161,71,5,4,185,191,1
101,43,95,196,62,9,185,35,22,142,202,513,140,65,7,10,194,203,1
85,37,77,150,57,7,148,45,19,131,172,326,133,68,4,19,190,197,1
101,55,99,190,57,10,221,30,25,175,225,727,211,71,7,15,187,196,1
108,50,99,197,59,10,192,34,22,159,211,554,194,64,12,3,195,201,1
78,38,75,143,58,6,146,46,19,132,167,315,139,79,16,17,181,187,1
102,54,105,189,56,10,222,30,25,173,224,728,200,70,3,22,187,200,1
83,39,81,144,56,7,151,45,19,134,174,334,136,71,6,17,183,190,1
92,45,78,174,63,7,161,41,20,148,182,393,179,66,3,10,191,198,1
104,55,98,197,60,11,222,30,25,174,225,720,211,72,8,18,186,197,1
80,38,62,127,58,7,135,50,18,127,151,264,136,77,0,18,179,187,1
105,53,97,191,57,11,217,31,24,166,227,693,191,71,10,24,187,198,1
102,54,98,171,54,10,217,31,24,172,224,697,223,72,2,25,186,197,1
104,49,102,196,60,11,209,31,23,157,223,657,189,68,6,4,189,198,1
88,44,75,154,58,6,150,44,19,143,171,339,170,68,12,1,190,195,1
92,49,87,195,62,8,177,36,21,156,202,475,198,66,8,6,193,199,1
89,35,68,141,56,7,134,50,18,125,153,264,126,65,3,35,194,203,1
96,42,92,196,62,10,178,37,21,142,197,480,141,63,3,2,197,204,1
102,54,103,189,57,10,222,30,25,172,224,728,201,70,8,14,188,199,1
102,52,102,218,66,10,214,31,24,164,226,680,215,69,4,29,188,199,1
90,36,77,158,59,8,150,45,19,127,173,331,135,68,1,28,189,196,1
99,46,104,207,63,11,197,33,23,153,212,579,160,65,1,30,193,204,1
96,48,93,195,62,9,179,36,21,154,200,486,180,64,11,5,198,204,1
99,42,95,197,63,9,184,36,21,140,202,510,142,65,8,14,194,203,1
102,55,100,184,59,10,215,31,24,173,219,683,219,74,14,12,186,194,1
92,47,82,164,59,7,166,40,20,147,196,414,200,72,11,4,187,192,1
96,46,80,182,63,8,167,39,20,149,192,425,182,69,11,2,191,198,1
104,57,103,220,71,11,220,30,25,176,224,715,218,72,9,9,186,195,1
96,54,98,161,53,10,215,31,24,174,226,684,221,75,2,9,185,193,1
89,43,76,168,59,6,149,44,19,144,174,336,171,63,12,11,203,208,1
99,55,100,221,69,9,209,31,24,168,231,656,234,72,3,5,187,195,1
93,45,95,209,68,10,192,34,22,144,220,559,188,70,0,16,187,195,1
103,54,91,179,57,10,219,30,25,170,221,706,200,72,1,29,186,197,1
100,50,90,199,62,9,185,35,22,159,208,520,196,66,11,10,193,200,1
104,57,103,222,71,11,220,30,25,176,223,717,221,71,10,11,186,195,1
96,46,80,183,64,7,167,39,20,149,192,422,181,69,11,3,192,198,1
103,55,104,220,68,12,221,30,25,175,222,722,208,69,5,14,187,197,1
101,56,106,211,64,10,225,30,25,179,234,750,208,72,8,16,186,197,1
101,54,97,167,53,10,216,31,24,173,226,691,222,72,0,27,186,197,1
103,55,101,198,60,11,223,30,25,175,226,723,208,73,8,24,186,198,1
101,51,101,206,63,9,194,34,22,161,211,569,201,66,5,5,193,200,1
105,55,97,206,63,11,217,30,24,173,225,700,215,72,3,17,187,198,1
103,49,94,199,61,9,180,36,21,157,198,490,183,62,16,13,200,207,1
