Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,class
105,54,101,203,61,5,239,27,26,164,265,857,244,84,8,16,184,183,1
88,45,73,172,68,6,152,42,19,147,178,350,190,70,5,9,190,196,1
93,44,84,209,71,6,184,35,22,145,205,524,167,72,2,13,195,197,1
106,54,101,211,62,4,251,26,27,163,280,932,262,87,5,10,181,182,1
88,39,72,158,64,6,145,45,19,134,174,319,142,71,3,13,193,197,1
97,38,72,191,68,5,166,37,20,130,190,429,137,70,1,3,199,201,1
90,39,75,186,74,6,149,43,19,133,174,341,142,71,2,10,194,198,1
85,42,66,130,56,6,150,45,19,143,173,332,168,85,4,9,180,183,1
86,46,74,165,68,6,154,42,19,145,176,356,190,73,6,3,188,194,1
93,44,80,206,73,6,169,38,20,143,188,438,170,69,4,13,197,201,1
98,41,75,195,68,5,176,36,21,136,204,481,149,72,4,13,196,197,1
85,42,73,161,67,7,151,44,19,143,178,339,162,75,2,16,185,190,1
99,49,81,197,67,6,185,34,22,156,205,529,196,73,5,1,196,197,1
85,42,65,123,56,6,148,46,19,144,166,319,171,84,6,10,179,182,1
83,45,71,139,59,6,147,45,19,145,167,326,182,74,5,0,185,191,1
94,43,71,159,64,6,144,45,19,141,168,321,170,67,8,3,194,199,1
96,46,70,195,70,5,166,39,20,148,183,422,175,69,14,9,199,202,1
85,44,69,136,62,6,148,45,19,145,170,322,185,82,9,1,180,183,1
99,50,97,203,63,5,216,30,24,156,232,712,213,77,7,7,189,189,1
80,43,68,122,53,7,150,45,19,146,169,327,176,81,6,12,179,183,1
94,45,84,201,69,6,183,35,21,147,203,521,185,72,0,5,194,197,1
81,44,68,147,64,6,146,46,19,143,168,317,174,75,3,6,182,186,1
90,42,66,170,67,6,145,44,19,140,168,325,162,67,4,0,199,205,1
85,42,64,121,54,6,148,46,19,144,169,321,172,87,0,3,179,182,1
108,54,102,168,50,5,241,27,26,165,265,870,246,84,9,11,183,183,1
99,51,91,202,65,5,208,31,23,159,231,669,214,78,5,11,191,189,1
79,45,73,140,60,6,153,43,19,147,176,348,190,78,4,11,182,187,1
92,38,75,181,70,6,152,42,19,131,181,355,136,71,3,9,196,200,1
104,50,80,208,71,6,194,33,22,158,213,576,190,74,5,18,194,194,1
97,41,78,201,70,6,178,35,21,140,203,493,151,72,4,12,197,198,1
83,40,70,154,64,7,143,46,18,140,167,308,146,70,3,11,188,195,1
98,41,77,193,68,5,177,36,21,138,202,485,150,72,3,9,197,198,1
87,44,70,176,73,6,145,45,19,141,167,323,176,69,5,1,192,199,1
85,42,65,120,53,6,148,45,19,144,171,322,166,85,3,3,179,182,1
98,41,77,202,70,5,176,36,21,138,199,480,154,70,6,14,196,197,1
93,44,71,185,72,7,153,42,19,144,173,361,182,68,7,3,196,203,1
106,56,105,179,51,7,257,26,28,171,275,954,231,83,2,20,180,184,1
85,42,59,131,57,6,148,46,19,144,166,319,171,83,7,4,179,182,1
85,44,69,122,56,6,148,45,19,144,170,323,185,84,8,4,180,183,1
98,38,73,184,66,5,164,38,20,131,192,415,137,70,1,20,200,202,1
96,40,77,176,63,5,176,36,21,134,204,484,147,73,0,4,196,198,1
81,43,67,120,54,7,150,45,19,145,170,327,175,85,2,7,179,182,1
108,56,107,184,53,5,253,26,27,169,276,943,265,83,7,9,181,183,1
101,45,84,196,64,5,193,33,22,146,222,572,168,77,0,26,193,192,1
96,46,76,203,72,5,166,38,20,149,187,428,182,69,6,15,198,202,1
106,52,98,180,55,5,231,28,25,158,258,794,232,82,1,20,185,185,1
109,57,106,179,51,6,260,26,28,171,277,992,253,83,8,13,181,182,1
109,57,107,217,62,6,261,26,28,172,286,984,260,85,9,26,180,183,1
85,44,69,141,64,6,147,45,19,144,169,321,184,80,9,1,181,183,1
90,39,76,183,73,6,151,43,19,133,176,346,145,72,4,11,194,198,1
86,46,72,160,66,6,151,43,19,146,175,347,189,73,3,0,186,191,1
93,44,85,205,70,6,184,35,22,145,204,523,175,72,1,8,194,197,1
82,43,72,150,64,7,153,44,19,144,181,349,176,80,0,16,183,187,1
86,42,61,120,53,7,150,45,19,143,169,326,172,85,6,8,179,182,1
81,42,63,125,55,8,149,46,19,144,166,320,171,85,6,6,179,182,1
86,46,71,157,65,6,151,43,19,146,175,343,189,73,2,0,185,189,1
85,44,70,139,63,6,147,45,19,144,170,320,184,81,9,4,181,183,1
87,46,72,164,66,6,151,43,19,146,177,345,190,72,3,5,187,192,1
99,50,81,197,67,5,186,33,22,158,206,531,198,74,5,1,196,197,1
90,42,67,167,67,7,144,44,19,140,168,321,162,68,4,1,197,202,1
85,42,73,161,67,7,151,44,19,143,178,339,163,75,2,16,185,190,1
95,36,73,192,73,6,156,40,19,126,184,377,124,71,2,19,199,204,1
85,44,69,137,62,6,148,45,19,145,170,322,185,82,9,1,180,183,1
87,39,73,164,65,6,145,44,19,134,173,319,140,70,3,19,194,199,1
106,54,103,161,47,4,247,27,27,165,266,891,242,84,4,10,181,182,1
89,43,72,183,73,7,153,42,19,143,174,360,175,71,6,6,192,198,1
106,54,98,198,58,6,240,27,26,167,258,866,244,80,3,1,185,183,1
109,56,108,197,56,5,251,26,27,169,272,929,267,82,10,9,182,183,1
108,55,101,174,52,6,240,27,26,165,263,869,246,83,8,9,184,183,1
83,42,68,139,60,7,149,45,19,143,173,324,165,81,2,12,181,185,1
96,46,73,200,73,5,163,39,20,148,184,412,186,69,9,8,196,200,1
86,42,65,125,54,7,149,45,19,140,170,325,171,85,3,6,180,182,1
92,45,72,175,68,6,155,41,19,144,179,368,190,70,5,4,191,197,1
87,40,73,158,64,7,150,44,19,137,174,341,151,72,2,8,190,194,1
86,40,67,155,64,17,148,45,19,137,173,327,152,74,5,14,186,192,1
91,42,83,208,74,6,170,38,20,139,188,443,163,69,3,12,196,201,1
94,48,79,202,70,5,174,36,21,152,195,466,202,70,6,2,196,198,1
82,43,71,155,68,7,150,44,19,143,174,332,173,78,5,13,181,186,1
99,51,84,207,69,5,192,33,22,160,212,571,214,75,4,8,194,194,1
85,43,66,126,55,7,151,45,19,144,172,336,174,80,1,15,180,185,1
108,52,95,190,58,4,226,29,25,158,260,775,218,81,0,18,187,186,1
92,37,73,178,69,6,149,43,19,131,176,341,138,69,0,18,198,202,1
81,45,71,142,61,7,153,44,19,147,177,347,188,80,0,14,182,187,1
102,56,104,187,53,5,256,26,27,168,274,951,236,82,5,23,180,183,1
82,42,73,154,64,7,151,44,19,142,177,341,158,75,4,10,185,189,1
83,44,68,146,62,6,146,45,19,142,168,320,180,74,3,1,183,188,1
109,57,107,182,52,6,257,26,28,171,283,968,262,85,7,14,181,183,1
80,44,68,136,59,7,151,45,19,149,167,332,177,80,3,12,179,183,1
93,37,75,181,70,6,150,43,19,129,178,346,135,70,3,15,197,202,1
85,43,65,123,56,6,148,46,19,144,167,319,171,85,5,11,179,182,1
99,51,89,192,62,5,204,31,23,158,225,640,217,77,7,21,191,189,1
84,41,75,156,64,7,150,44,19,142,178,339,156,74,0,20,187,193,1
81,45,71,145,62,7,153,44,19,146,178,348,183,80,0,14,182,187,1
82,43,69,123,53,7,150,45,19,146,171,330,176,81,2,12,180,184,1
83,44,70,165,69,5,143,46,18,142,166,306,170,69,6,5,188,193,1
100,52,91,196,65,6,203,32,23,159,228,631,211,77,5,13,192,192,1
98,36,73,199,73,5,163,39,20,127,188,408,129,72,4,12,198,202,1
84,40,70,155,64,7,144,45,19,139,170,312,146,71,4,11,189,195,1
80,44,68,134,58,7,150,45,19,145,170,329,173,79,6,12,180,185,1
94,45,86,198,67,6,185,34,22,145,205,531,181,72,0,8,194,197,1
84,41,75,159,64,7,150,44,19,141,177,339,155,73,0,20,188,194,1
98,49,84,216,72,6,190,33,22,155,208,560,211,74,4,6,194,195,1
104,52,102,169,51,6,237,27,26,161,257,833,249,82,5,19,183,183,1
86,44,70,177,74,6,146,45,19,141,167,325,179,69,6,2,192,199,1
91,43,68,164,65,6,141,46,18,142,164,304,175,65,9,9,195,201,1
94,36,73,190,72,6,156,40,19,126,183,374,124,70,2,18,198,204,1
85,41,66,153,64,19,148,45,19,139,173,328,154,75,5,14,184,190,1
85,42,65,121,54,6,149,46,19,146,169,323,174,87,0,4,179,182,1
91,39,76,180,71,6,152,42,19,131,179,352,144,72,6,13,194,199,1
97,38,75,183,66,6,171,37,20,131,198,451,138,73,2,9,197,199,1
99,41,76,199,69,5,176,36,21,138,202,483,151,72,4,12,197,198,1
90,39,76,184,74,6,150,43,19,134,175,345,146,72,4,10,193,198,1
95,36,74,183,70,6,149,43,19,127,177,341,128,69,0,16,200,204,1
83,42,74,155,64,7,151,44,19,143,178,339,158,75,1,16,186,191,1
89,40,71,154,62,7,146,45,19,135,175,321,145,72,3,9,191,195,1
85,43,64,126,56,7,149,46,19,144,167,322,172,83,7,12,179,183,1
97,45,86,184,61,5,190,34,22,145,215,557,171,73,1,21,194,196,1
106,52,96,193,59,4,226,29,25,160,256,772,222,80,3,17,187,186,1
100,51,84,207,69,5,192,33,22,160,212,572,210,75,4,10,194,194,1
93,37,72,192,71,6,157,41,19,132,184,383,127,70,0,13,199,203,1
85,42,68,124,55,6,148,46,19,143,167,317,171,86,6,10,179,182,1
86,41,71,157,64,10,150,44,19,138,174,338,152,73,3,9,188,193,1
94,46,81,201,70,7,181,35,21,149,199,508,184,72,0,5,195,198,1
84,44,70,165,69,5,143,46,18,142,166,307,170,69,6,5,188,193,1
86,44,70,175,72,6,146,45,19,143,169,323,182,69,7,3,191,196,1
104,51,80,207,70,5,194,33,22,159,213,578,189,75,5,19,194,194,1
93,48,80,203,71,5,174,36,21,153,194,468,204,70,6,7,197,199,1
99,51,91,200,65,5,207,31,23,159,231,660,214,78,5,11,191,189,1
90,43,71,159,65,6,144,45,19,145,166,314,169,68,10,1,191,198,1
80,45,70,130,57,7,151,45,19,148,169,335,176,79,3,15,180,185,1
82,43,72,151,64,7,153,44,19,144,181,347,176,80,0,16,183,187,1
87,39,70,151,61,7,144,45,18,135,169,313,142,70,2,5,192,197,1
95,42,80,189,67,5,177,36,21,137,195,484,157,70,3,4,196,198,1
106,54,102,162,47,4,246,27,26,166,265,890,242,84,3,10,181,183,1
86,43,62,121,54,7,149,46,19,144,169,323,171,85,6,9,179,182,1
78,43,69,146,64,7,147,46,19,145,169,319,168,77,1,12,180,185,1
82,43,71,119,52,7,151,44,19,146,173,337,176,81,1,5,180,184,1
84,43,71,162,69,7,151,44,19,145,179,338,172,78,3,14,183,187,1
108,55,102,175,52,6,238,27,26,167,255,850,239,81,8,11,185,184,1
83,44,70,165,68,5,142,46,18,143,165,305,170,68,7,6,188,193,1
92,39,75,183,72,7,155,42,19,133,176,366,146,70,4,6,191,198,1
104,50,93,173,54,4,221,30,24,158,253,734,206,82,4,11,186,184,1
96,42,80,197,69,6,177,36,21,139,193,484,158,69,5,6,196,198,1
81,43,70,152,67,7,149,45,19,143,170,327,172,77,5,11,181,186,1
106,54,100,181,53,5,243,27,26,167,261,877,243,82,3,5,183,183,1
80,44,68,135,59,7,150,44,19,145,171,331,173,80,6,12,180,185,1
83,46,72,151,63,6,151,43,19,147,175,345,193,74,3,4,184,189,1
90,46,75,183,74,6,154,42,19,146,177,361,191,72,7,7,191,198,1
87,46,73,167,67,6,151,43,19,147,178,347,191,71,4,7,188,193,1
90,39,75,186,74,7,151,43,19,135,174,348,147,71,3,7,192,197,1
90,46,74,182,73,6,153,42,19,147,178,359,192,71,7,8,191,198,1
93,37,74,183,71,6,153,42,19,128,174,356,137,69,3,10,196,203,1
103,47,81,202,67,5,194,33,22,152,219,577,177,77,2,23,193,192,1
83,44,70,166,69,5,143,45,18,143,166,308,173,69,7,6,187,192,1
92,38,74,182,71,6,152,42,19,129,175,355,138,69,4,11,195,202,1
85,43,70,164,70,7,151,44,19,144,177,341,168,76,5,11,184,187,1
83,42,66,125,55,7,148,46,19,145,166,318,171,86,6,7,179,182,1
86,46,73,163,67,6,153,43,19,146,175,352,189,73,5,2,187,192,1
94,42,83,200,70,6,175,36,20,138,189,475,162,68,5,5,196,198,1
91,37,76,187,70,6,158,40,19,128,180,386,129,67,2,15,198,204,1
84,43,64,128,56,8,150,45,19,144,168,324,173,81,8,13,180,184,1
86,41,73,157,64,7,151,44,19,139,175,340,153,73,2,10,189,193,1
82,43,73,157,67,7,151,44,19,144,180,337,171,79,2,16,183,188,1
84,41,73,156,64,7,151,44,19,140,176,341,155,74,3,9,187,191,1
108,53,96,187,57,4,228,28,25,161,256,788,220,80,1,16,187,186,1
91,42,66,169,66,6,144,44,18,140,167,320,164,66,5,2,200,205,1
85,44,67,123,57,6,148,45,19,144,170,323,185,84,8,2,180,183,1
104,56,106,224,64,6,260,26,28,170,282,980,253,85,8,29,180,184,1
80,43,67,120,54,7,150,45,19,145,170,328,175,85,3,7,179,182,1
82,44,71,136,61,6,147,45,19,143,172,317,183,81,6,14,181,184,1
86,43,64,123,55,6,148,46,19,143,170,320,171,87,2,7,179,182,1
84,46,74,154,64,6,153,43,19,145,175,351,185,74,0,2,185,191,1
107,57,105,173,50,6,255,26,28,169,280,962,263,85,4,8,181,183,1
80,43,68,120,54,8,150,45,19,145,171,329,176,84,3,8,179,183,1
99,48,91,219,71,5,203,31,23,150,233,639,193,78,4,11,191,190,1
82,44,63,123,55,6,150,45,19,146,167,327,185,81,4,3,179,182,1
88,42,70,144,60,7,147,45,19,142,176,324,154,76,3,7,185,188,1
82,43,71,117,52,6,152,44,19,146,174,339,176,82,2,2,179,184,1
86,42,67,124,54,7,151,45,19,144,173,333,174,81,0,13,180,184,1
96,45,72,188,71,5,161,39,20,144,178,399,186,70,7,7,196,202,1
102,49,87,208,69,6,197,32,22,154,215,592,194,73,6,15,192,194,1
86,43,71,172,72,7,152,43,19,144,177,346,171,76,5,12,184,187,1
83,44,64,124,56,6,149,45,19,145,168,325,185,82,5,2,179,182,1
99,49,80,197,67,6,185,34,22,156,204,528,188,74,5,3,196,196,1
97,45,86,185,61,5,190,34,22,145,215,557,171,73,1,22,194,196,1
98,37,72,192,69,5,165,38,20,130,189,425,137,70,1,3,200,202,1
100,49,80,202,68,6,184,34,21,156,206,522,198,73,4,8,197,198,1
84,43,71,163,69,7,151,44,19,145,179,338,172,78,3,14,183,187,1
98,40,77,177,63,6,173,36,21,139,198,464,143,72,4,15,198,200,1
84,43,66,120,53,6,150,45,19,147,169,324,175,86,0,5,179,182,1
96,45,70,192,70,5,165,39,20,146,181,419,175,69,14,9,198,203,1
89,43,71,163,68,6,144,45,19,141,167,313,171,70,4,4,189,194,1
85,46,72,156,65,6,152,43,19,145,175,346,187,73,1,1,185,190,1
82,42,73,154,64,7,151,44,19,143,178,340,159,75,4,11,185,189,1
92,43,69,167,66,6,142,46,18,143,164,310,174,66,10,6,196,201,1
80,44,69,135,59,7,148,45,19,144,171,324,176,80,6,13,180,185,1
86,42,64,125,55,7,148,46,19,143,169,321,171,85,4,3,179,182,1
104,54,101,241,73,4,238,28,26,164,265,848,236,83,7,18,184,184,1
106,53,102,169,51,6,238,27,26,162,260,846,248,83,7,16,183,183,1
86,42,65,125,54,7,149,45,19,141,170,325,171,85,3,6,180,182,1
93,37,72,192,71,6,157,41,19,132,184,384,127,70,0,13,199,203,1
78,43,69,147,65,7,146,46,19,144,168,318,168,76,1,11,181,186,1
97,38,73,189,68,5,169,37,20,129,195,441,137,72,1,4,198,200,1
88,43,71,158,65,7,143,46,18,145,165,311,164,69,9,1,191,198,1
93,47,83,204,71,7,176,36,21,152,190,476,200,70,6,18,197,200,1
104,53,96,196,59,5,225,29,25,162,252,770,225,80,5,16,187,186,1
90,43,69,161,64,6,141,46,18,142,164,302,174,65,9,10,194,200,1
80,43,68,124,56,7,149,46,19,146,169,323,172,82,6,17,179,184,1
82,43,72,154,65,7,151,44,19,143,177,341,160,76,5,11,184,188,1
107,57,106,223,63,6,262,26,28,171,285,993,258,85,7,25,180,183,1
80,43,68,119,53,7,150,45,19,145,171,328,176,85,4,7,179,182,1
86,43,65,123,56,6,148,46,19,144,168,320,171,86,4,11,179,182,1
98,38,72,191,68,5,165,38,20,131,189,426,137,70,1,3,200,202,1
100,51,92,190,61,5,211,30,24,160,234,679,212,78,6,14,190,188,1
86,44,70,176,73,6,146,45,19,142,168,324,181,69,7,3,191,197,1
107,56,100,189,56,7,236,27,26,169,248,839,235,78,5,7,186,185,1
89,38,75,163,64,6,151,43,19,131,168,345,140,66,0,0,194,203,1
104,52,100,175,53,6,233,28,25,159,256,804,240,82,2,21,184,184,1
111,57,108,189,54,6,258,26,28,173,286,976,261,85,9,18,181,183,1
101,56,104,186,53,5,256,26,27,168,274,952,234,82,5,24,180,183,1
86,44,70,174,72,6,146,45,19,143,169,323,183,70,8,4,190,195,1
93,44,84,211,72,6,184,35,22,145,206,524,162,72,2,16,195,197,1
92,37,75,183,70,6,153,42,19,131,183,361,128,71,0,4,197,201,1
85,46,72,156,65,6,152,43,19,145,175,347,187,73,1,1,185,190,1
100,47,93,207,67,6,198,32,22,149,217,600,194,73,5,13,192,193,1
85,43,64,124,55,6,149,46,19,144,168,320,171,86,4,10,179,182,1
83,45,70,134,59,7,151,44,19,146,173,339,188,79,1,9,181,186,1
83,43,74,189,82,13,154,43,19,143,187,354,174,82,4,10,184,189,1
105,54,98,208,62,6,239,27,26,166,260,860,244,81,4,6,185,184,1
87,39,73,162,65,6,145,45,19,134,173,318,140,70,3,18,194,198,1
97,38,74,188,68,5,170,37,20,129,198,449,137,73,1,5,197,199,1
96,45,81,208,71,6,184,35,22,148,205,524,161,73,4,16,195,196,1
93,42,69,162,64,6,145,44,19,140,169,323,166,67,6,2,197,202,1
86,42,64,122,54,6,148,46,19,143,170,319,171,87,2,7,179,182,1
85,45,69,148,64,8,148,45,19,145,170,330,184,76,5,5,183,188,1
89,40,71,154,62,7,146,45,19,136,175,321,146,72,3,9,191,195,1
106,54,99,185,54,5,242,27,26,167,260,875,243,81,3,4,184,183,1
89,44,71,159,65,6,142,46,18,145,165,306,170,67,10,5,191,198,1
87,44,71,165,70,6,144,45,19,141,167,312,172,71,4,4,187,192,1
110,58,105,182,51,6,264,26,28,173,283,1013,255,84,5,9,181,182,1
103,56,105,209,59,6,259,26,28,169,279,971,244,84,6,28,180,184,1
101,45,84,196,64,5,193,33,22,146,222,573,168,77,0,26,193,192,1
86,46,74,165,68,6,153,43,19,146,176,355,190,73,6,3,188,194,1
