tuple_pair,Attr0,Attr1,Attr2,Attr3,class
"t1,t15",0.5,0.6999999999999997,0.0,0.0999999999999999,0.0
"t1,t16",0.8000000000000007,0.2999999999999998,0.1999999999999999,0.0,0.0
"t1,t17",0.5,0.6000000000000001,0.0,0.2,0.0
"t1,t18",0.0,0.5,0.5,0.0,0.0
"t1,t19",0.5,0.1999999999999997,0.1999999999999999,0.3,0.0
"t1,t20",0.2000000000000001,0.2999999999999998,0.3999999999999999,0.0,0.0
"t1,t21",0.4000000000000003,0.1,0.1,0.0,0.0
"t1,t22",0.4000000000000003,0.2999999999999998,0.1,0.2,0.0
"t1,t23",0.6000000000000005,0.3999999999999999,0.0,0.0,0.0
"t1,t24",0.6000000000000005,0.2999999999999998,0.1,0.0,0.0
"t1,t25",0.1000000000000005,0.1,0.1,0.0,0.0
"t1,t26",0.2000000000000001,0.0,0.1,0.0,0.0
"t1,t27",0.8000000000000007,0.2999999999999998,0.0,0.2,0.0
"t1,t28",0.6000000000000005,0.9999999999999996,0.0,0.1,0.0
"t1,t29",0.9000000000000004,1.1,0.1,0.0,0.0
"t1,t30",0.3000000000000007,0.0,0.0,0.1,0.0
"t1,t31",0.4000000000000003,0.1,0.3,0.0,0.0
"t1,t32",0.9000000000000004,0.3999999999999999,0.1999999999999999,0.0,0.0
"t1,t33",0.3000000000000007,0.0,0.0,0.1,0.0
"t1,t34",0.1999999999999993,0.1,0.1999999999999999,0.0,0.0
"t1,t35",0.5,0.2999999999999998,0.0,0.0,0.0
"t1,t36",0.4000000000000003,0.3999999999999999,0.1999999999999999,0.0999999999999999,0.0
"t1,t37",0.0999999999999996,0.8000000000000003,0.1999999999999999,0.0999999999999999,0.0
"t1,t38",0.5,0.6999999999999997,0.3999999999999999,0.2,0.0
"t1,t39",0.2000000000000001,0.1,0.1,0.0999999999999999,0.0
"t1,t40",0.5,0.6999999999999997,0.1,0.0,0.0
"t1,t41",0.0,0.1,0.1,0.0,0.0
"t1,t42",0.7000000000000002,0.6000000000000001,0.0,0.0,0.0
"t1,t43",0.4000000000000003,0.1999999999999997,0.1,0.0,0.0
"t1,t44",0.1000000000000005,0.1,0.1999999999999999,0.0,0.0
"t1,t45",0.3000000000000007,0.0,0.0,0.1,0.0
"t1,t46",1.2000000000000002,0.8999999999999999,0.3,0.0,0.0
"t1,t47",0.1999999999999993,0.1,0.1999999999999999,0.0,0.0
"t1,t48",0.4000000000000003,0.3999999999999999,0.1,0.3999999999999999,0.0
"t2,t3",0.4000000000000003,0.2999999999999998,0.3,0.2,0.0
"t2,t4",0.4000000000000003,0.2000000000000001,0.0,0.0999999999999999,0.0
"t2,t5",0.0,0.2000000000000001,0.1,0.0,0.0
"t2,t6",0.5999999999999996,0.7000000000000002,0.0,0.0,0.0
"t2,t7",0.4000000000000003,0.1,0.1,0.0,0.0
"t2,t8",0.2000000000000001,0.2000000000000001,0.2000000000000001,0.0,0.0
"t2,t9",0.2000000000000001,0.6000000000000001,0.0,0.1,0.0
"t2,t10",0.7000000000000002,0.6000000000000001,0.2999999999999998,0.1,0.0
"t2,t11",0.7000000000000002,0.8000000000000003,0.1,0.2,0.0
"t2,t12",0.4000000000000003,0.2999999999999998,0.0999999999999998,0.2,0.0
"t2,t13",0.0999999999999996,0.1,0.0,0.0999999999999999,0.0
"t2,t14",0.7000000000000002,0.1999999999999997,0.3,0.0999999999999999,0.0
"t2,t15",0.0999999999999996,0.1999999999999997,0.1,0.0999999999999999,0.0
"t2,t16",0.4000000000000003,0.2000000000000001,0.3,0.0,0.0
"t2,t17",0.0999999999999996,0.1,0.1,0.2,0.0
"t2,t18",0.4000000000000003,0.0,0.3999999999999999,0.0,0.0
"t2,t19",0.0999999999999996,0.3000000000000002,0.3,0.3,0.0
"t2,t20",0.2000000000000001,0.2000000000000001,0.5,0.0,0.0
"t2,t21",0.0,0.6000000000000001,0.2000000000000001,0.0,0.0
"t2,t22",0.0,0.2000000000000001,0.2000000000000001,0.2,0.0
"t2,t23",0.2000000000000001,0.1,0.1,0.0,0.0
"t2,t24",0.2000000000000001,0.2000000000000001,0.0,0.0,0.0
"t2,t25",0.2999999999999998,0.3999999999999999,0.2000000000000001,0.0,0.0
"t2,t26",0.2000000000000001,0.5,0.2000000000000001,0.0,0.0
"t2,t27",0.4000000000000003,0.2000000000000001,0.1,0.2,0.0
"t2,t28",0.2000000000000001,0.4999999999999995,0.1,0.1,0.0
"t2,t29",0.5,0.6000000000000001,0.0,0.0,0.0
"t2,t30",0.0999999999999996,0.5,0.1,0.1,0.0
"t2,t31",0.0,0.3999999999999999,0.1999999999999999,0.0,0.0
"t2,t32",0.5,0.1,0.0999999999999998,0.0,0.0
"t2,t33",0.0999999999999996,0.5,0.1,0.1,0.0
"t2,t34",0.5999999999999996,0.6000000000000001,0.0999999999999998,0.0,0.0
"t2,t35",0.0999999999999996,0.2000000000000001,0.1,0.0,0.0
"t2,t36",0.0,0.1,0.0999999999999998,0.0999999999999999,0.0
"t2,t37",0.5,1.3000000000000005,0.0999999999999998,0.0999999999999999,0.0
"t2,t38",0.0999999999999996,0.1999999999999997,0.5,0.2,0.0
"t2,t39",0.2000000000000001,0.6000000000000001,0.0,0.0999999999999999,0.0
"t2,t40",0.0999999999999996,0.1999999999999997,0.2000000000000001,0.0,0.0
"t2,t41",0.4000000000000003,0.3999999999999999,0.0,0.0,0.0
"t2,t42",0.2999999999999998,0.1,0.1,0.0,0.0
"t2,t43",0.0,0.3000000000000002,0.0,0.0,0.0
"t2,t44",0.2999999999999998,0.3999999999999999,0.0999999999999998,0.0,0.0
"t2,t45",0.0999999999999996,0.5,0.1,0.1,0.0
"t2,t46",0.7999999999999998,0.3999999999999999,0.1999999999999999,0.0,0.0
"t2,t47",0.5999999999999996,0.3999999999999999,0.0999999999999998,0.0,0.0
"t2,t48",0.0,0.1,0.2000000000000001,0.3999999999999999,0.0
"t3,t4",0.8000000000000007,0.5,0.3,0.1,0.0
"t3,t5",0.4000000000000003,0.5,0.1999999999999999,0.2,0.0
"t3,t6",1.0,1.0,0.3,0.2,0.0
"t3,t7",0.0,0.1999999999999997,0.1999999999999999,0.2,0.0
"t3,t8",0.6000000000000005,0.5,0.0999999999999998,0.2,0.0
"t3,t9",0.6000000000000005,0.8999999999999999,0.3,0.3,0.0
"t3,t10",1.1000000000000003,0.8999999999999999,0.5999999999999999,0.3,0.0
"t3,t11",0.2999999999999998,0.5000000000000004,0.1999999999999999,0.0,0.0
"t3,t12",0.0,0.0,0.3999999999999999,0.0,0.0
"t3,t13",0.3000000000000007,0.3999999999999999,0.3,0.1,0.0
"t3,t14",0.2999999999999998,0.1,0.0,0.1,0.0
"t3,t15",0.3000000000000007,0.1,0.1999999999999999,0.1,0.0
"t3,t16",0.0,0.5,0.0,0.2,0.0
"t3,t17",0.3000000000000007,0.1999999999999997,0.1999999999999999,0.0,0.0
"t3,t18",0.8000000000000007,0.2999999999999998,0.7,0.2,0.0
"t3,t19",0.3000000000000007,0.6000000000000001,0.0,0.0999999999999999,0.0
"t3,t20",0.6000000000000005,0.5,0.1999999999999999,0.2,0.0
"t3,t21",0.4000000000000003,0.8999999999999999,0.0999999999999998,0.2,0.0
"t3,t22",0.4000000000000003,0.5,0.0999999999999998,0.0,0.0
"t3,t23",0.2000000000000001,0.3999999999999999,0.1999999999999999,0.2,0.0
"t3,t24",0.2000000000000001,0.5,0.3,0.2,0.0
"t3,t25",0.7000000000000002,0.6999999999999997,0.0999999999999998,0.2,0.0
"t3,t26",0.6000000000000005,0.7999999999999998,0.0999999999999998,0.2,0.0
"t3,t27",0.0,0.5,0.1999999999999999,0.0,0.0
"t3,t28",0.2000000000000001,0.1999999999999997,0.1999999999999999,0.3,0.0
"t3,t29",0.0999999999999996,0.3000000000000002,0.3,0.2,0.0
"t3,t30",0.5,0.7999999999999998,0.1999999999999999,0.3,0.0
"t3,t31",0.4000000000000003,0.6999999999999997,0.5,0.2,0.0
"t3,t32",0.0999999999999996,0.3999999999999999,0.3999999999999999,0.2,0.0
"t3,t33",0.5,0.7999999999999998,0.1999999999999999,0.3,0.0
"t3,t34",1.0,0.8999999999999999,0.3999999999999999,0.2,0.0
"t3,t35",0.3000000000000007,0.5,0.1999999999999999,0.2,0.0
"t3,t36",0.4000000000000003,0.3999999999999999,0.3999999999999999,0.1,0.0
"t3,t37",0.9000000000000004,1.6,0.3999999999999999,0.1,0.0
"t3,t38",0.3000000000000007,0.1,0.1999999999999999,0.0,0.0
"t3,t39",0.6000000000000005,0.8999999999999999,0.3,0.1,0.0
"t3,t40",0.3000000000000007,0.1,0.0999999999999998,0.2,0.0
"t3,t41",0.8000000000000007,0.6999999999999997,0.3,0.2,0.0
"t3,t42",0.1000000000000005,0.1999999999999997,0.1999999999999999,0.2,0.0
"t3,t43",0.4000000000000003,0.6000000000000001,0.3,0.2,0.0
"t3,t44",0.7000000000000002,0.6999999999999997,0.3999999999999999,0.2,0.0
"t3,t45",0.5,0.7999999999999998,0.1999999999999999,0.3,0.0
"t3,t46",0.3999999999999994,0.1,0.5,0.2,0.0
"t3,t47",1.0,0.6999999999999997,0.3999999999999999,0.2,0.0
"t3,t48",0.4000000000000003,0.3999999999999999,0.0999999999999998,0.1999999999999999,0.0
"t4,t5",0.4000000000000003,0.0,0.1,0.0999999999999999,0.0
"t4,t6",0.1999999999999993,0.5,0.0,0.0999999999999999,0.0
"t4,t7",0.8000000000000007,0.3000000000000002,0.1,0.0999999999999999,0.0
"t4,t8",0.2000000000000001,0.0,0.2000000000000001,0.0999999999999999,0.0
"t4,t9",0.2000000000000001,0.3999999999999999,0.0,0.1999999999999999,0.0
"t4,t10",0.2999999999999998,0.3999999999999999,0.2999999999999998,0.1999999999999999,0.0
"t4,t11",1.1000000000000003,1.0000000000000004,0.1,0.1,0.0
"t4,t12",0.8000000000000007,0.5,0.0999999999999998,0.1,0.0
"t4,t13",0.5,0.1,0.0,0.0,0.0
"t4,t14",1.1000000000000003,0.3999999999999999,0.3,0.0,0.0
"t4,t15",0.5,0.3999999999999999,0.1,0.0,0.0
"t4,t16",0.8000000000000007,0.0,0.3,0.0999999999999999,0.0
"t4,t17",0.5,0.3000000000000002,0.1,0.1,0.0
"t4,t18",0.0,0.2000000000000001,0.3999999999999999,0.0999999999999999,0.0
"t4,t19",0.5,0.1,0.3,0.2,0.0
"t4,t20",0.2000000000000001,0.0,0.5,0.0999999999999999,0.0
"t4,t21",0.4000000000000003,0.3999999999999999,0.2000000000000001,0.0999999999999999,0.0
"t4,t22",0.4000000000000003,0.0,0.2000000000000001,0.1,0.0
"t4,t23",0.6000000000000005,0.1,0.1,0.0999999999999999,0.0
"t4,t24",0.6000000000000005,0.0,0.0,0.0999999999999999,0.0
"t4,t25",0.1000000000000005,0.1999999999999997,0.2000000000000001,0.0999999999999999,0.0
"t4,t26",0.2000000000000001,0.2999999999999998,0.2000000000000001,0.0999999999999999,0.0
"t4,t27",0.8000000000000007,0.0,0.1,0.1,0.0
"t4,t28",0.6000000000000005,0.6999999999999997,0.1,0.1999999999999999,0.0
"t4,t29",0.9000000000000004,0.8000000000000003,0.0,0.0999999999999999,0.0
"t4,t30",0.3000000000000007,0.2999999999999998,0.1,0.1999999999999999,0.0
"t4,t31",0.4000000000000003,0.1999999999999997,0.1999999999999999,0.0999999999999999,0.0
"t4,t32",0.9000000000000004,0.1,0.0999999999999998,0.0999999999999999,0.0
"t4,t33",0.3000000000000007,0.2999999999999998,0.1,0.1999999999999999,0.0
"t4,t34",0.1999999999999993,0.3999999999999999,0.0999999999999998,0.0999999999999999,0.0
"t4,t35",0.5,0.0,0.1,0.0999999999999999,0.0
"t4,t36",0.4000000000000003,0.1,0.0999999999999998,0.0,0.0
"t4,t37",0.0999999999999996,1.1,0.0999999999999998,0.0,0.0
"t4,t38",0.5,0.3999999999999999,0.5,0.1,0.0
"t4,t39",0.2000000000000001,0.3999999999999999,0.0,0.0,0.0
"t4,t40",0.5,0.3999999999999999,0.2000000000000001,0.0999999999999999,0.0
"t4,t41",0.0,0.1999999999999997,0.0,0.0999999999999999,0.0
"t4,t42",0.7000000000000002,0.3000000000000002,0.1,0.0999999999999999,0.0
"t4,t43",0.4000000000000003,0.1,0.0,0.0999999999999999,0.0
"t4,t44",0.1000000000000005,0.1999999999999997,0.0999999999999998,0.0999999999999999,0.0
"t4,t45",0.3000000000000007,0.2999999999999998,0.1,0.1999999999999999,0.0
"t4,t46",1.2000000000000002,0.6000000000000001,0.1999999999999999,0.0999999999999999,0.0
"t4,t47",0.1999999999999993,0.1999999999999997,0.0999999999999998,0.0999999999999999,0.0
"t4,t48",0.4000000000000003,0.1,0.2000000000000001,0.3,0.0
"t5,t6",0.5999999999999996,0.5,0.1,0.0,0.0
"t5,t7",0.4000000000000003,0.3000000000000002,0.0,0.0,0.0
"t5,t8",0.2000000000000001,0.0,0.1,0.0,0.0
"t5,t9",0.2000000000000001,0.3999999999999999,0.1,0.1,0.0
"t5,t10",0.7000000000000002,0.3999999999999999,0.3999999999999999,0.1,0.0
"t5,t11",0.7000000000000002,1.0000000000000004,0.0,0.2,0.0
"t5,t12",0.4000000000000003,0.5,0.1999999999999999,0.2,0.0
"t5,t13",0.0999999999999996,0.1,0.1,0.0999999999999999,0.0
"t5,t14",0.7000000000000002,0.3999999999999999,0.1999999999999999,0.0999999999999999,0.0
"t5,t15",0.0999999999999996,0.3999999999999999,0.0,0.0999999999999999,0.0
"t5,t16",0.4000000000000003,0.0,0.1999999999999999,0.0,0.0
"t5,t17",0.0999999999999996,0.3000000000000002,0.0,0.2,0.0
"t5,t18",0.4000000000000003,0.2000000000000001,0.5,0.0,0.0
"t5,t19",0.0999999999999996,0.1,0.1999999999999999,0.3,0.0
"t5,t20",0.2000000000000001,0.0,0.3999999999999999,0.0,0.0
"t5,t21",0.0,0.3999999999999999,0.1,0.0,0.0
"t5,t22",0.0,0.0,0.1,0.2,0.0
"t5,t23",0.2000000000000001,0.1,0.0,0.0,0.0
"t5,t24",0.2000000000000001,0.0,0.1,0.0,0.0
"t5,t25",0.2999999999999998,0.1999999999999997,0.1,0.0,0.0
"t5,t26",0.2000000000000001,0.2999999999999998,0.1,0.0,0.0
"t5,t27",0.4000000000000003,0.0,0.0,0.2,0.0
"t5,t28",0.2000000000000001,0.6999999999999997,0.0,0.1,0.0
"t5,t29",0.5,0.8000000000000003,0.1,0.0,0.0
"t5,t30",0.0999999999999996,0.2999999999999998,0.0,0.1,0.0
"t5,t31",0.0,0.1999999999999997,0.3,0.0,0.0
"t5,t32",0.5,0.1,0.1999999999999999,0.0,0.0
"t5,t33",0.0999999999999996,0.2999999999999998,0.0,0.1,0.0
"t5,t34",0.5999999999999996,0.3999999999999999,0.1999999999999999,0.0,0.0
"t5,t35",0.0999999999999996,0.0,0.0,0.0,0.0
"t5,t36",0.0,0.1,0.1999999999999999,0.0999999999999999,0.0
"t5,t37",0.5,1.1,0.1999999999999999,0.0999999999999999,0.0
"t5,t38",0.0999999999999996,0.3999999999999999,0.3999999999999999,0.2,0.0
"t5,t39",0.2000000000000001,0.3999999999999999,0.1,0.0999999999999999,0.0
"t5,t40",0.0999999999999996,0.3999999999999999,0.1,0.0,0.0
"t5,t41",0.4000000000000003,0.1999999999999997,0.1,0.0,0.0
"t5,t42",0.2999999999999998,0.3000000000000002,0.0,0.0,0.0
"t5,t43",0.0,0.1,0.1,0.0,0.0
"t5,t44",0.2999999999999998,0.1999999999999997,0.1999999999999999,0.0,0.0
"t5,t45",0.0999999999999996,0.2999999999999998,0.0,0.1,0.0
"t5,t46",0.7999999999999998,0.6000000000000001,0.3,0.0,0.0
"t5,t47",0.5999999999999996,0.1999999999999997,0.1999999999999999,0.0,0.0
"t5,t48",0.0,0.1,0.1,0.3999999999999999,0.0
"t6,t7",1.0,0.8000000000000003,0.1,0.0,0.0
"t6,t8",0.3999999999999994,0.5,0.2000000000000001,0.0,0.0
"t6,t9",0.3999999999999994,0.1,0.0,0.1,0.0
"t6,t10",0.1000000000000005,0.1,0.2999999999999998,0.1,0.0
"t6,t11",1.2999999999999998,1.5000000000000004,0.1,0.2,0.0
"t6,t12",1.0,1.0,0.0999999999999998,0.2,0.0
"t6,t13",0.6999999999999993,0.6000000000000001,0.0,0.0999999999999999,0.0
"t6,t14",1.2999999999999998,0.8999999999999999,0.3,0.0999999999999999,0.0
"t6,t15",0.6999999999999993,0.8999999999999999,0.1,0.0999999999999999,0.0
"t6,t16",1.0,0.5,0.3,0.0,0.0
"t6,t17",0.6999999999999993,0.8000000000000003,0.1,0.2,0.0
"t6,t18",0.1999999999999993,0.7000000000000002,0.3999999999999999,0.0,0.0
"t6,t19",0.6999999999999993,0.3999999999999999,0.3,0.3,0.0
"t6,t20",0.3999999999999994,0.5,0.5,0.0,0.0
"t6,t21",0.5999999999999996,0.1,0.2000000000000001,0.0,0.0
"t6,t22",0.5999999999999996,0.5,0.2000000000000001,0.2,0.0
"t6,t23",0.7999999999999998,0.6000000000000001,0.1,0.0,0.0
"t6,t24",0.7999999999999998,0.5,0.0,0.0,0.0
"t6,t25",0.2999999999999998,0.3000000000000002,0.2000000000000001,0.0,0.0
"t6,t26",0.3999999999999994,0.2000000000000001,0.2000000000000001,0.0,0.0
"t6,t27",1.0,0.5,0.1,0.2,0.0
"t6,t28",0.7999999999999998,1.1999999999999995,0.1,0.1,0.0
"t6,t29",1.0999999999999996,1.3000000000000005,0.0,0.0,0.0
"t6,t30",0.5,0.2000000000000001,0.1,0.1,0.0
"t6,t31",0.5999999999999996,0.3000000000000002,0.1999999999999999,0.0,0.0
"t6,t32",1.0999999999999996,0.6000000000000001,0.0999999999999998,0.0,0.0
"t6,t33",0.5,0.2000000000000001,0.1,0.1,0.0
"t6,t34",0.0,0.1,0.0999999999999998,0.0,0.0
"t6,t35",0.6999999999999993,0.5,0.1,0.0,0.0
"t6,t36",0.5999999999999996,0.6000000000000001,0.0999999999999998,0.0999999999999999,0.0
"t6,t37",0.0999999999999996,0.6000000000000001,0.0999999999999998,0.0999999999999999,0.0
"t6,t38",0.6999999999999993,0.8999999999999999,0.5,0.2,0.0
"t6,t39",0.3999999999999994,0.1,0.0,0.0999999999999999,0.0
"t6,t40",0.6999999999999993,0.8999999999999999,0.2000000000000001,0.0,0.0
"t6,t41",0.1999999999999993,0.3000000000000002,0.0,0.0,0.0
"t6,t42",0.8999999999999995,0.8000000000000003,0.1,0.0,0.0
"t6,t43",0.5999999999999996,0.3999999999999999,0.0,0.0,0.0
"t6,t44",0.2999999999999998,0.3000000000000002,0.0999999999999998,0.0,0.0
"t6,t45",0.5,0.2000000000000001,0.1,0.1,0.0
"t6,t46",1.3999999999999997,1.1,0.1999999999999999,0.0,0.0
"t6,t47",0.0,0.3000000000000002,0.0999999999999998,0.0,0.0
"t6,t48",0.5999999999999996,0.6000000000000001,0.2000000000000001,0.3999999999999999,0.0
"t7,t8",0.6000000000000005,0.3000000000000002,0.1,0.0,0.0
"t7,t9",0.6000000000000005,0.7000000000000002,0.1,0.1,0.0
"t7,t10",1.1000000000000003,0.7000000000000002,0.3999999999999999,0.1,0.0
"t7,t11",0.2999999999999998,0.7000000000000002,0.0,0.2,0.0
"t7,t12",0.0,0.1999999999999997,0.1999999999999999,0.2,0.0
"t7,t13",0.3000000000000007,0.2000000000000001,0.1,0.0999999999999999,0.0
"t7,t14",0.2999999999999998,0.0999999999999996,0.1999999999999999,0.0999999999999999,0.0
"t7,t15",0.3000000000000007,0.0999999999999996,0.0,0.0999999999999999,0.0
"t7,t16",0.0,0.3000000000000002,0.1999999999999999,0.0,0.0
"t7,t17",0.3000000000000007,0.0,0.0,0.2,0.0
"t7,t18",0.8000000000000007,0.1,0.5,0.0,0.0
"t7,t19",0.3000000000000007,0.4000000000000003,0.1999999999999999,0.3,0.0
"t7,t20",0.6000000000000005,0.3000000000000002,0.3999999999999999,0.0,0.0
"t7,t21",0.4000000000000003,0.7000000000000002,0.1,0.0,0.0
"t7,t22",0.4000000000000003,0.3000000000000002,0.1,0.2,0.0
"t7,t23",0.2000000000000001,0.2000000000000001,0.0,0.0,0.0
"t7,t24",0.2000000000000001,0.3000000000000002,0.1,0.0,0.0
"t7,t25",0.7000000000000002,0.5,0.1,0.0,0.0
"t7,t26",0.6000000000000005,0.6000000000000001,0.1,0.0,0.0
"t7,t27",0.0,0.3000000000000002,0.0,0.2,0.0
"t7,t28",0.2000000000000001,0.3999999999999994,0.0,0.1,0.0
"t7,t29",0.0999999999999996,0.5,0.1,0.0,0.0
"t7,t30",0.5,0.6000000000000001,0.0,0.1,0.0
"t7,t31",0.4000000000000003,0.5,0.3,0.0,0.0
"t7,t32",0.0999999999999996,0.2000000000000001,0.1999999999999999,0.0,0.0
"t7,t33",0.5,0.6000000000000001,0.0,0.1,0.0
"t7,t34",1.0,0.7000000000000002,0.1999999999999999,0.0,0.0
"t7,t35",0.3000000000000007,0.3000000000000002,0.0,0.0,0.0
"t7,t36",0.4000000000000003,0.2000000000000001,0.1999999999999999,0.0999999999999999,0.0
"t7,t37",0.9000000000000004,1.4000000000000004,0.1999999999999999,0.0999999999999999,0.0
"t7,t38",0.3000000000000007,0.0999999999999996,0.3999999999999999,0.2,0.0
"t7,t39",0.6000000000000005,0.7000000000000002,0.1,0.0999999999999999,0.0
"t7,t40",0.3000000000000007,0.0999999999999996,0.1,0.0,0.0
"t7,t41",0.8000000000000007,0.5,0.1,0.0,0.0
"t7,t42",0.1000000000000005,0.0,0.0,0.0,0.0
"t7,t43",0.4000000000000003,0.4000000000000003,0.1,0.0,0.0
"t7,t44",0.7000000000000002,0.5,0.1999999999999999,0.0,0.0
"t7,t45",0.5,0.6000000000000001,0.0,0.1,0.0
"t7,t46",0.3999999999999994,0.2999999999999998,0.3,0.0,0.0
"t7,t47",1.0,0.5,0.1999999999999999,0.0,0.0
"t7,t48",0.4000000000000003,0.2000000000000001,0.1,0.3999999999999999,0.0
"t8,t9",0.0,0.3999999999999999,0.2000000000000001,0.1,0.0
"t8,t10",0.5,0.3999999999999999,0.5,0.1,0.0
"t8,t11",0.9000000000000004,1.0000000000000004,0.1,0.2,0.0
"t8,t12",0.6000000000000005,0.5,0.3,0.2,0.0
"t8,t13",0.2999999999999998,0.1,0.2000000000000001,0.0999999999999999,0.0
"t8,t14",0.9000000000000004,0.3999999999999999,0.0999999999999998,0.0999999999999999,0.0
"t8,t15",0.2999999999999998,0.3999999999999999,0.1,0.0999999999999999,0.0
"t8,t16",0.6000000000000005,0.0,0.0999999999999998,0.0,0.0
"t8,t17",0.2999999999999998,0.3000000000000002,0.1,0.2,0.0
"t8,t18",0.2000000000000001,0.2000000000000001,0.6000000000000001,0.0,0.0
"t8,t19",0.2999999999999998,0.1,0.0999999999999998,0.3,0.0
"t8,t20",0.0,0.0,0.2999999999999998,0.0,0.0
"t8,t21",0.2000000000000001,0.3999999999999999,0.0,0.0,0.0
"t8,t22",0.2000000000000001,0.0,0.0,0.2,0.0
"t8,t23",0.4000000000000003,0.1,0.1,0.0,0.0
"t8,t24",0.4000000000000003,0.0,0.2000000000000001,0.0,0.0
"t8,t25",0.0999999999999996,0.1999999999999997,0.0,0.0,0.0
"t8,t26",0.0,0.2999999999999998,0.0,0.0,0.0
